,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,62.0,1.0,1.0,2020-09-13,LVR,@,CAR,"W, 34-30",,4,29,0,7.3,3,3,23,7.7,0,100.0,7.7,0,0,0,,0.0,1,1,0,0,0,0,1,0,0,0,0,0,8,12.7,0,0.0,2,6.9
1,2.0,63.0,2.0,2.0,2020-09-21,LVR,,NOR,"W, 34-24",,3,-1,0,-0.3,1,1,6,6.0,0,100.0,6.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,13.8,0,0.0,4,14.8
2,3.0,64.0,3.0,3.0,2020-09-27,LVR,@,NWE,"L, 20-36",,3,31,0,10.3,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.8,0,0.0,8,25.8
3,4.0,65.0,4.0,4.0,2020-10-04,LVR,,BUF,"L, 23-30",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.1,0,0.0,6,22.2
4,5.0,66.0,5.0,5.0,2020-10-11,LVR,@,KAN,"W, 40-32",,7,62,0,8.9,1,1,5,5.0,0,100.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,21.4,0,0.0,5,15.6
5,6.0,67.0,6.0,7.0,2020-10-25,LVR,,TAM,"L, 20-45",,3,5,0,1.7,2,2,9,4.5,0,100.0,4.5,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,23.1,0,0.0,8,25.8
6,7.0,68.0,7.0,8.0,2020-11-01,LVR,@,CLE,"W, 16-6",,5,29,0,5.8,1,1,17,17.0,0,100.0,17.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,10,13.9,0,0.0,3,16.7
7,8.0,69.0,8.0,9.0,2020-11-08,LVR,@,LAC,"W, 31-26",,8,68,1,8.5,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,25.5,0,0.0,9,30.0
8,9.0,70.0,9.0,10.0,2020-11-15,LVR,,DEN,"W, 37-12",,16,81,2,5.1,1,1,2,2.0,0,100.0,2.0,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,26,36.1,0,0.0,11,37.9
9,10.0,71.0,10.0,11.0,2020-11-22,LVR,,KAN,"L, 31-35",,5,16,0,3.2,1,1,3,3.0,0,100.0,3.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,25.4,0,0.0,0,0.0
10,11.0,72.0,11.0,12.0,2020-11-29,LVR,@,ATL,"L, 6-43",,5,6,0,1.2,4,1,-1,-1.0,0,25.0,-0.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,34.9,0,0.0,2,6.1
11,12.0,73.0,12.0,13.0,2020-12-06,LVR,@,NYJ,"W, 31-28",*,16,50,0,3.1,2,1,1,1.0,0,50.0,0.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,42.3,0,0.0,0,0.0
12,13.0,74.0,13.0,14.0,2020-12-13,LVR,,IND,"L, 27-44",,4,8,0,2.0,3,3,11,3.7,0,100.0,3.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,27.9,0,0.0,0,0.0
13,14.0,75.0,14.0,15.0,2020-12-17,LVR,,LAC,"L, 27-30 (OT)",,3,12,0,4.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,11.8,0,0.0,3,10.7
14,15.0,76.0,15.0,16.0,2020-12-26,LVR,,MIA,"L, 25-26",,6,11,0,1.8,2,2,8,4.0,0,100.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,23.4,0,0.0,10,27.8
15,16.0,77.0,16.0,17.0,2021-01-03,LVR,@,DEN,"W, 32-31",,5,16,0,3.2,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,24.6,0,0.0,11,32.4
16,,,,,,,,,8-8,,93,423,3,4.5,21,17,84,4.9,0,81.0,4.0,1,4,0,4.0,0.0,2,1,1,0,0,0,1,0,0,1,0,0,238,22.0,0,0.0,82,17.6
