,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2018-09-09,DEN,,SEA,"W, 27-24",,2,2,11,5.5,0,100.0,5.5,2,4,0,2.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,25.7,0,0.0,9,26.5
1,2.0,31.0,2.0,2.0,2018-09-16,DEN,,OAK,"W, 20-19",,0,0,0,,0,,,3,17,0,5.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,33.3,0,0.0,9,34.6
2,3.0,32.0,3.0,3.0,2018-09-23,DEN,@,BAL,"L, 14-27",,7,5,34,6.8,0,71.4,4.9,5,10,0,2.0,1,23,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,38.2,0,0.0,8,28.6
3,4.0,33.0,4.0,4.0,2018-10-01,DEN,,KAN,"L, 23-27",,2,1,9,9.0,0,50.0,4.5,1,5,0,5.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,33.3,0,0.0,11,39.3
4,5.0,34.0,5.0,5.0,2018-10-07,DEN,@,NYJ,"L, 16-34",,6,5,59,11.8,0,83.3,9.8,0,0,0,,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,22,28.6,0,0.0,12,37.5
5,6.0,35.0,6.0,6.0,2018-10-14,DEN,,LAR,"L, 20-23",,3,2,14,7.0,0,66.7,4.7,2,15,0,7.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,33.3,0,0.0,12,42.9
6,7.0,36.0,7.0,7.0,2018-10-18,DEN,@,ARI,"W, 45-10",,1,1,-1,-1.0,0,100.0,-1.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.2,0,0.0,11,34.4
7,8.0,37.0,8.0,8.0,2018-10-28,DEN,@,KAN,"L, 23-30",,4,4,23,5.8,0,100.0,5.8,9,78,0,8.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,43.8,0,0.0,1,3.4
8,9.0,38.0,9.0,9.0,2018-11-04,DEN,,HOU,"L, 17-19",,4,2,9,4.5,0,50.0,2.3,3,15,1,5.0,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,26,39.4,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2018-11-18,DEN,@,LAC,"W, 23-22",,1,1,4,4.0,0,100.0,4.0,0,0,0,,2,38,0,19.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,11,19.6,0,0.0,8,30.8
10,11.0,40.0,11.0,12.0,2018-11-25,DEN,,PIT,"W, 24-17",,2,1,6,6.0,0,50.0,3.0,0,0,0,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,10.5,0,0.0,10,37.0
11,12.0,41.0,12.0,13.0,2018-12-02,DEN,@,CIN,"W, 24-10",,2,2,38,19.0,0,100.0,19.0,1,4,0,4.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,22.0,0,0.0,8,28.6
12,13.0,42.0,13.0,14.0,2018-12-09,DEN,@,SFO,"L, 14-20",,2,2,11,5.5,0,100.0,5.5,0,0,0,,1,22,0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,17,23.0,0,0.0,8,30.8
13,14.0,43.0,14.0,15.0,2018-12-15,DEN,,CLE,"L, 16-17",,3,2,17,8.5,0,66.7,5.7,0,0,0,,1,35,0,35.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,20.5,0,0.0,9,39.1
14,15.0,44.0,15.0,16.0,2018-12-24,DEN,@,OAK,"L, 14-27",,5,3,21,7.0,0,60.0,4.2,3,21,0,7.0,5,116,0,23.2,0.0,1,1,0,0,0,0,0,0,0,0,0,0,24,35.8,0,0.0,9,32.1
15,16.0,45.0,16.0,17.0,2018-12-30,DEN,,LAC,"L, 9-23",,7,5,20,4.0,0,71.4,2.9,5,14,0,2.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,44.3,0,0.0,0,0.0
16,,,,,,,,,6-10,,51,38,275,7.2,0,74.5,5.4,34,183,1,5.4,10,234,0,23.4,0.0,3,1,2,0,0,0,1,1,0,0,0,0,316,29.4,0,0.0,125,28.0
