,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-08,TAM,,WAS,"W, 37-20",*,2,1,5,5.0,0,50.0,2.5,0,0,0,,0,0,0,0,0,0,55,85.9,0,0.0,1,3.7
1,2.0,35.0,2.0,2.0,2024-09-15,TAM,@,DET,"W, 20-16",*,2,0,0,,0,0.0,0.0,1,-4,0,-4.0,0,0,0,0,0,0,48,100.0,0,0.0,0,0.0
2,3.0,36.0,3.0,3.0,2024-09-22,TAM,,DEN,"L, 7-26",*,8,7,47,6.7,0,87.5,5.9,0,0,0,,1,1,0,0,0,0,52,91.2,0,0.0,0,0.0
3,4.0,37.0,4.0,4.0,2024-09-29,TAM,,PHI,"W, 33-16",*,9,6,52,8.7,0,66.7,5.8,0,0,0,,0,0,0,0,0,0,73,94.8,0,0.0,0,0.0
4,5.0,38.0,5.0,5.0,2024-10-03,TAM,@,ATL,"L, 30-36 (OT)",*,4,3,44,14.7,0,75.0,11.0,0,0,0,,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
5,6.0,39.0,6.0,6.0,2024-10-13,TAM,@,NOR,"W, 51-27",*,6,2,15,7.5,1,33.3,2.5,0,0,0,,0,0,0,1,0,0,62,80.5,0,0.0,0,0.0
6,7.0,40.0,7.0,7.0,2024-10-21,TAM,,BAL,"L, 31-41",*,10,8,100,12.5,0,80.0,10.0,0,0,0,,1,0,0,1,0,0,80,97.6,0,0.0,0,0.0
7,8.0,41.0,8.0,8.0,2024-10-27,TAM,,ATL,"L, 26-31",*,10,9,81,9.0,2,90.0,8.1,0,0,0,,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
8,9.0,42.0,9.0,9.0,2024-11-04,TAM,@,KAN,"L, 24-30 (OT)",*,11,8,77,9.6,1,72.7,7.0,0,0,0,,0,0,0,0,0,0,54,98.2,0,0.0,0,0.0
9,10.0,43.0,10.0,10.0,2024-11-10,TAM,,SFO,"L, 20-23",*,8,5,35,7.0,0,62.5,4.4,0,0,0,,0,0,0,0,0,0,57,93.4,0,0.0,0,0.0
10,11.0,44.0,11.0,12.0,2024-11-24,TAM,@,NYG,"W, 30-7",*,3,1,30,30.0,0,33.3,10.0,0,0,0,,0,0,0,0,0,0,53,81.5,0,0.0,0,0.0
11,12.0,45.0,12.0,13.0,2024-12-01,TAM,@,CAR,"W, 26-23 (OT)",*,7,4,20,5.0,0,57.1,2.9,0,0,0,,0,0,0,0,0,0,75,93.8,0,0.0,0,0.0
12,13.0,46.0,13.0,14.0,2024-12-08,TAM,,LVR,"W, 28-13",*,4,3,70,23.3,0,75.0,17.5,0,0,0,,0,0,0,0,0,0,60,96.8,0,0.0,0,0.0
13,14.0,47.0,14.0,15.0,2024-12-15,TAM,@,LAC,"W, 40-17",*,3,2,24,12.0,0,66.7,8.0,0,0,0,,0,0,0,0,0,0,66,91.7,0,0.0,0,0.0
14,14.0,,15.0,16.0,2024-12-22,TAM,@,DAL,"L, 24-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2024-12-29,TAM,,CAR,"W, 48-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,14.0,,17.0,18.0,2025-01-05,TAM,,NOR,"W, 27-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-6,,87,59,600,10.2,4,67.8,6.9,1,-4,0,-4.0,2,1,0,2,0,0,856,92.4,0,0.0,1,0.3
