,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,CIN,,MIN,"W, 27-24 (OT)",*,5,4,58,14.5,1,80.0,11.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,73.9,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2021-09-19,CIN,@,CHI,"L, 17-20",*,10,6,60,10.0,1,60.0,6.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,50,90.9,0,0.0,0,0.0
2,2.0,,3.0,3.0,2021-09-26,CIN,@,PIT,"W, 24-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2021-09-30,CIN,,JAX,"W, 24-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,19.0,5.0,5.0,2021-10-10,CIN,,GNB,"L, 22-25 (OT)",*,7,5,32,6.4,0,71.4,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,70.1,0,0.0,0,0.0
5,4.0,20.0,6.0,6.0,2021-10-17,CIN,@,DET,"W, 34-11",*,6,3,44,14.7,0,50.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,56.9,0,0.0,0,0.0
6,5.0,21.0,7.0,7.0,2021-10-24,CIN,@,BAL,"W, 41-17",*,15,7,62,8.9,0,46.7,4.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,66.7,0,0.0,0,0.0
7,6.0,22.0,8.0,8.0,2021-10-31,CIN,@,NYJ,"L, 31-34",*,6,4,97,24.3,0,66.7,16.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,76.4,0,0.0,0,0.0
8,7.0,23.0,9.0,9.0,2021-11-07,CIN,,CLE,"L, 16-41",*,8,6,78,13.0,0,75.0,9.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,76.0,0,0.0,0,0.0
9,8.0,24.0,10.0,11.0,2021-11-21,CIN,@,LVR,"W, 32-13",*,3,2,15,7.5,0,66.7,5.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,59,79.7,0,0.0,0,0.0
10,9.0,25.0,11.0,12.0,2021-11-28,CIN,,PIT,"W, 41-10",*,8,6,114,19.0,1,75.0,14.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,63.2,0,0.0,0,0.0
11,10.0,26.0,12.0,13.0,2021-12-05,CIN,,LAC,"L, 22-41",*,14,9,138,15.3,1,64.3,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,78.9,0,0.0,0,0.0
12,11.0,27.0,13.0,14.0,2021-12-12,CIN,,SFO,"L, 23-26 (OT)",*,7,5,114,22.8,0,71.4,16.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0
13,12.0,28.0,14.0,15.0,2021-12-19,CIN,@,DEN,"W, 15-10",*,3,2,23,11.5,0,66.7,7.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,86.8,0,0.0,0,0.0
14,13.0,29.0,15.0,16.0,2021-12-26,CIN,,BAL,"W, 41-21",*,13,12,194,16.2,2,92.3,14.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,84.2,0,0.0,0,0.0
15,14.0,30.0,16.0,17.0,2022-01-02,CIN,,KAN,"W, 34-31",*,5,3,62,20.7,0,60.0,12.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,82.9,0,0.0,0,0.0
16,14.0,,17.0,18.0,2022-01-09,CIN,@,CLE,"L, 16-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-6,,110,74,1091,14.7,6,67.3,9.9,0.0,1,1,0,0,0,0,1,1,0,0,0,0,710,75.5,0,0.0,0,0.0
