,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-13,CIN,,LAC,"L, 13-16",,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,15,22.1,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2020-09-17,CIN,@,CLE,"L, 30-35",*,6,3,35,11.7,0,50.0,5.8,0,0,0,,0,0,0,0,0,0,60,65.2,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2020-09-27,CIN,@,PHI,"T, 23-23 (OT)",*,9,5,40,8.0,2,55.6,4.4,0,0,0,,0,0,0,0,0,0,57,79.2,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2020-10-04,CIN,,JAX,"W, 33-25",,7,4,77,19.3,0,57.1,11.0,1,13,0,13.0,0,0,0,0,0,0,43,57.3,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2020-10-11,CIN,@,BAL,"L, 3-27",*,8,4,62,15.5,0,50.0,7.8,0,0,0,,0,0,0,0,0,0,54,80.6,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2020-10-18,CIN,@,IND,"L, 27-31",*,8,6,125,20.8,0,75.0,15.6,1,2,0,2.0,0,0,0,0,0,0,59,80.8,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2020-10-25,CIN,,CLE,"L, 34-37",*,5,5,71,14.2,1,100.0,14.2,1,7,0,7.0,0,0,0,0,0,0,63,84.0,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2020-11-01,CIN,,TEN,"W, 31-20",*,9,6,78,13.0,0,66.7,8.7,2,6,0,3.0,0,0,0,0,0,0,57,78.1,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2020-11-15,CIN,@,PIT,"L, 10-36",*,9,7,115,16.4,1,77.8,12.8,0,0,0,,1,1,0,0,0,0,55,84.6,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2020-11-22,CIN,@,WAS,"L, 9-20",*,10,3,26,8.7,0,30.0,2.6,0,0,0,,0,0,0,0,0,0,62,91.2,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2020-11-29,CIN,,NYG,"L, 17-19",*,5,5,44,8.8,1,100.0,8.8,0,0,0,,0,0,0,0,0,0,45,91.8,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2020-12-06,CIN,@,MIA,"L, 7-19",*,8,5,56,11.2,0,62.5,7.0,0,0,0,,0,0,0,0,0,0,47,90.4,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2020-12-13,CIN,,DAL,"L, 7-30",*,8,5,49,9.8,0,62.5,6.1,0,0,0,,0,0,0,0,0,0,65,90.3,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2020-12-21,CIN,,PIT,"W, 27-17",*,6,3,31,10.3,0,50.0,5.2,0,0,0,,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2020-12-27,CIN,@,HOU,"W, 37-31",*,9,6,99,16.5,1,66.7,11.0,0,0,0,,0,0,0,0,0,0,64,84.2,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2021-01-03,CIN,,BAL,"L, 3-38",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,3,7.0,0,0.0,0,0.0
16,,,,,,,,,4-11-1,,108,67,908,13.6,6,62.0,8.4,5,28,0,5.6,1,1,0,0,0,0,805,74.8,0,0.0,0,0.0
