,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,40.0,1.0,1.0,2021-09-12,DEN,@,NYG,"W, 27-13",*,4,4,39,9.8,1,100.0,9.8,0,0,0,0,0,0,46,69.7,0,0.0,1,5.3
1,2.0,41.0,2.0,2.0,2021-09-19,DEN,@,JAX,"W, 23-13",*,4,3,37,12.3,1,75.0,9.3,0,0,0,0,0,0,51,73.9,0,0.0,0,0.0
2,3.0,42.0,3.0,3.0,2021-09-26,DEN,,NYJ,"W, 26-0",*,5,5,98,19.6,0,100.0,19.6,0,0,0,0,0,0,51,76.1,0,0.0,0,0.0
3,4.0,43.0,4.0,4.0,2021-10-03,DEN,,BAL,"L, 7-23",*,6,3,39,13.0,0,50.0,6.5,0,0,0,0,0,0,56,91.8,0,0.0,0,0.0
4,5.0,44.0,5.0,5.0,2021-10-10,DEN,@,PIT,"L, 19-27",*,9,7,89,12.7,0,77.8,9.9,0,0,0,0,0,0,57,95.0,0,0.0,0,0.0
5,6.0,45.0,6.0,6.0,2021-10-17,DEN,,LVR,"L, 24-34",*,6,3,42,14.0,1,50.0,7.0,0,0,0,0,0,0,72,88.9,0,0.0,0,0.0
6,7.0,46.0,7.0,7.0,2021-10-21,DEN,@,CLE,"L, 14-17",*,5,2,16,8.0,0,40.0,3.2,0,0,0,0,0,0,47,94.0,0,0.0,0,0.0
7,8.0,47.0,8.0,8.0,2021-10-31,DEN,,WAS,"W, 17-10",*,3,3,64,21.3,0,100.0,21.3,0,0,0,0,0,0,50,94.3,0,0.0,0,0.0
8,9.0,48.0,9.0,9.0,2021-11-07,DEN,@,DAL,"W, 30-16",*,5,4,85,21.3,1,80.0,17.0,0,0,0,0,0,0,48,61.5,0,0.0,0,0.0
9,10.0,49.0,10.0,10.0,2021-11-14,DEN,,PHI,"L, 13-30",*,6,3,14,4.7,0,50.0,2.3,0,0,0,0,0,0,53,91.4,0,0.0,0,0.0
10,11.0,50.0,11.0,12.0,2021-11-28,DEN,,LAC,"W, 28-13",*,3,2,26,13.0,0,66.7,8.7,0,0,0,1,2,0,50,80.6,0,0.0,1,5.0
11,12.0,51.0,12.0,13.0,2021-12-05,DEN,@,KAN,"L, 9-22",*,5,1,9,9.0,0,20.0,1.8,0,0,0,0,0,0,67,87.0,0,0.0,0,0.0
12,13.0,52.0,13.0,14.0,2021-12-12,DEN,,DET,"W, 38-10",*,5,2,21,10.5,0,40.0,4.2,0,0,0,0,0,0,52,76.5,0,0.0,0,0.0
13,14.0,53.0,14.0,15.0,2021-12-19,DEN,,CIN,"L, 10-15",*,5,3,42,14.0,1,60.0,8.4,0,0,0,0,0,0,71,94.7,0,0.0,0,0.0
14,15.0,54.0,15.0,16.0,2021-12-26,DEN,@,LVR,"L, 13-17",*,4,2,18,9.0,0,50.0,4.5,0,0,0,0,0,0,36,85.7,0,0.0,0,0.0
15,15.0,,16.0,17.0,2022-01-02,DEN,@,LAC,"L, 13-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,16.0,55.0,17.0,18.0,2022-01-08,DEN,,KAN,"L, 24-28",*,10,6,95,15.8,0,60.0,9.5,0,0,0,0,0,0,42,77.8,0,0.0,0,0.0
17,,,,,,,,,7-9,,85,53,734,13.8,5,62.4,8.6,0,0,0,1,2,0,849,83.2,0,0.0,2,0.5
