,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,DEN,,SEA,"W, 27-24",,2,0,0,,0,0.0,0.0,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,9,12.2,0,0.0,22,64.7
1,2.0,2.0,2.0,2.0,2018-09-16,DEN,,OAK,"W, 20-19",,2,1,26,26.0,0,50.0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.1,0,0.0,17,65.4
2,3.0,3.0,3.0,3.0,2018-09-23,DEN,@,BAL,"L, 14-27",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9,0,0.0,19,67.9
3,4.0,4.0,4.0,4.0,2018-10-01,DEN,,KAN,"L, 23-27",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.3,0,0.0,17,60.7
4,5.0,5.0,5.0,5.0,2018-10-07,DEN,@,NYJ,"L, 16-34",*,1,1,6,6.0,0,100.0,6.0,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,6,7.8,0,0.0,22,68.8
5,6.0,6.0,6.0,6.0,2018-10-14,DEN,,LAR,"L, 20-23",,0,0,0,,0,,,0,0,0,,0.0,2,1,1,0,0,0,0,0,0,0,0,0,2,3.0,0,0.0,16,57.1
6,7.0,7.0,7.0,7.0,2018-10-18,DEN,@,ARI,"W, 45-10",,0,0,0,,0,,,0,0,0,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,16,27.1,0,0.0,22,68.8
7,8.0,8.0,8.0,8.0,2018-10-28,DEN,@,KAN,"L, 23-30",,1,1,24,24.0,1,100.0,24.0,1,13,0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,26.0,0,0.0,19,65.5
8,9.0,9.0,9.0,9.0,2018-11-04,DEN,,HOU,"L, 17-19",*,4,1,17,17.0,0,25.0,4.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,72.7,0,0.0,2,7.1
9,10.0,10.0,10.0,11.0,2018-11-18,DEN,@,LAC,"W, 23-22",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,48.2,0,0.0,15,57.7
10,11.0,11.0,11.0,12.0,2018-11-25,DEN,,PIT,"W, 24-17",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,14.0,0,0.0,17,63.0
11,12.0,12.0,12.0,13.0,2018-12-02,DEN,@,CIN,"W, 24-10",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,21,35.6,0,0.0,19,67.9
12,13.0,13.0,13.0,14.0,2018-12-09,DEN,@,SFO,"L, 14-20",,10,7,85,12.1,0,70.0,8.5,1,11,0,11.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,64,86.5,0,0.0,2,7.7
13,14.0,14.0,14.0,15.0,2018-12-15,DEN,,CLE,"L, 16-17",,8,5,65,13.0,0,62.5,8.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,69.9,0,0.0,1,4.3
14,15.0,15.0,15.0,16.0,2018-12-24,DEN,@,OAK,"L, 14-27",*,5,3,44,14.7,0,60.0,8.8,1,-7,0,-7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,86.6,0,0.0,5,17.9
15,16.0,16.0,16.0,17.0,2018-12-30,DEN,,LAC,"L, 9-23",*,7,4,48,12.0,0,57.1,6.9,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,56,70.9,0,0.0,1,4.3
16,,,,,,,,,6-10,,41,23,315,13.7,1,56.1,7.7,3,17,0,5.7,0.0,7,5,2,0,0,0,2,1,0,0,0,0,393,36.6,0,0.0,216,48.4
