,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,96.0,1.0,1.0,2019-09-09,HOU,@,NOR,"L, 28-30",*,13,8,111,13.9,2,61.5,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,98.4,0,0.0,0,0.0
1,2.0,97.0,2.0,2.0,2019-09-15,HOU,,JAX,"W, 13-12",*,8,5,40,8.0,0,62.5,5.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
2,3.0,98.0,3.0,3.0,2019-09-22,HOU,@,LAC,"W, 27-20",*,7,6,67,11.2,0,85.7,9.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,57,96.6,0,0.0,0,0.0
3,4.0,99.0,4.0,4.0,2019-09-29,HOU,,CAR,"L, 10-16",*,8,5,41,8.2,0,62.5,5.1,0,0,0,,0,1,0.0,0,0,1,0.0,-45.00,0.0,0,0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0
4,5.0,100.0,5.0,5.0,2019-10-06,HOU,,ATL,"W, 53-32",*,8,7,88,12.6,0,87.5,11.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
5,6.0,101.0,6.0,6.0,2019-10-13,HOU,@,KAN,"W, 31-24",*,12,9,55,6.1,0,75.0,4.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,87,97.8,0,0.0,0,0.0
6,7.0,102.0,7.0,7.0,2019-10-20,HOU,@,IND,"L, 23-30",*,12,9,106,11.8,1,75.0,8.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
7,8.0,103.0,8.0,8.0,2019-10-27,HOU,,OAK,"W, 27-24",*,13,11,109,9.9,0,84.6,8.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,76,96.2,0,0.0,0,0.0
8,9.0,104.0,9.0,9.0,2019-11-03,HOU,@,JAX,"W, 26-3",*,11,8,48,6.0,1,72.7,4.4,1,6,0,6.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
9,10.0,105.0,10.0,11.0,2019-11-17,HOU,@,BAL,"L, 7-41",*,12,7,80,11.4,0,58.3,6.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
10,11.0,106.0,11.0,12.0,2019-11-21,HOU,,IND,"W, 20-17",*,8,6,94,15.7,2,75.0,11.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
11,12.0,107.0,12.0,13.0,2019-12-01,HOU,,NWE,"W, 28-22",*,8,5,64,12.8,0,62.5,8.0,0,0,0,,1,1,100.0,6,1,0,6.0,26.00,131.2,0,0,0,0,0,0,0,0,46,83.6,0,0.0,0,0.0
12,13.0,108.0,13.0,14.0,2019-12-08,HOU,,DEN,"L, 24-38",*,13,7,120,17.1,1,53.8,9.2,1,12,0,12.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
13,14.0,109.0,14.0,15.0,2019-12-15,HOU,@,TEN,"W, 24-21",*,8,6,119,19.8,0,75.0,14.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
14,15.0,110.0,15.0,16.0,2019-12-21,HOU,@,TAM,"W, 23-20",*,9,5,23,4.6,0,55.6,2.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,65,98.5,0,0.0,0,0.0
15,15.0,,16.0,17.0,2019-12-29,HOU,,TEN,"L, 14-35",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,,,,,,,,,10-5,,150,104,1165,11.2,7,69.3,7.8,2,18,0,9.0,1,2,50.0,6,1,1,3.0,-9.50,56.2,0,0,0,0,0,0,0,0,971,96.7,0,0.0,0,0.0
