,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,33.0,1.0,1.0,2015-09-13,HOU,,KAN,"L, 20-27",*,13,9,98,10.9,2,69.2,7.5,0,0,0,0,0,0,75,100.0,0,0.0,0,0.0
1,2.0,34.0,2.0,2.0,2015-09-20,HOU,@,CAR,"L, 17-24",*,11,5,53,10.6,0,45.5,4.8,0,0,0,0,0,0,87,98.9,0,0.0,0,0.0
2,3.0,35.0,3.0,3.0,2015-09-27,HOU,,TAM,"W, 19-9",*,14,8,101,12.6,1,57.1,7.2,0,0,0,0,0,0,86,95.6,0,0.0,0,0.0
3,4.0,36.0,4.0,4.0,2015-10-04,HOU,@,ATL,"L, 21-48",*,22,9,157,17.4,0,40.9,7.1,0,0,0,0,0,0,74,96.1,0,0.0,0,0.0
4,5.0,37.0,5.0,5.0,2015-10-08,HOU,,IND,"L, 20-27",*,14,11,169,15.4,0,78.6,12.1,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
5,6.0,38.0,6.0,6.0,2015-10-18,HOU,@,JAX,"W, 31-20",*,15,10,148,14.8,2,66.7,9.9,0,0,0,0,0,0,70,97.2,0,0.0,2,6.9
6,7.0,39.0,7.0,7.0,2015-10-25,HOU,@,MIA,"L, 26-44",*,12,6,50,8.3,0,50.0,4.2,1,0,0,0,0,0,81,100.0,0,0.0,0,0.0
7,8.0,40.0,8.0,8.0,2015-11-01,HOU,,TEN,"W, 20-6",*,11,8,94,11.8,1,72.7,8.5,0,0,0,0,0,0,57,89.1,0,0.0,0,0.0
8,9.0,41.0,9.0,10.0,2015-11-16,HOU,@,CIN,"W, 10-6",*,11,5,57,11.4,1,45.5,5.2,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
9,10.0,42.0,10.0,11.0,2015-11-22,HOU,,NYJ,"W, 24-17",*,12,5,118,23.6,2,41.7,9.8,0,0,0,0,0,0,73,97.3,0,0.0,0,0.0
10,11.0,43.0,11.0,12.0,2015-11-29,HOU,,NOR,"W, 24-6",*,8,5,36,7.2,0,62.5,4.5,0,0,0,0,0,0,68,97.1,0,0.0,0,0.0
11,12.0,44.0,12.0,13.0,2015-12-06,HOU,@,BUF,"L, 21-30",*,9,5,88,17.6,1,55.6,9.8,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
12,13.0,45.0,13.0,14.0,2015-12-13,HOU,,NWE,"L, 6-27",*,6,3,52,17.3,0,50.0,8.7,0,0,0,0,0,0,52,96.3,0,0.0,0,0.0
13,14.0,46.0,14.0,15.0,2015-12-20,HOU,@,IND,"W, 16-10",*,11,8,94,11.8,0,72.7,8.5,0,0,0,0,0,0,74,97.4,0,0.0,0,0.0
14,15.0,47.0,15.0,16.0,2015-12-27,HOU,@,TEN,"W, 34-6",*,11,7,117,16.7,1,63.6,10.6,0,0,0,0,0,0,60,83.3,0,0.0,0,0.0
15,16.0,48.0,16.0,17.0,2016-01-03,HOU,,JAX,"W, 30-6",*,12,7,89,12.7,0,58.3,7.4,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
16,,,,,,,,,9-7,,192,111,1521,13.7,11,57.8,7.9,1,0,0,0,0,0,1148,96.9,0,0.0,2,0.4
