,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,127.0,1.0,1.0,2021-09-12,ARI,@,TEN,"W, 38-13",*,8,6,83,13.8,2,75.0,10.4,61,88.4,0,0.0,0,0.0
1,2.0,128.0,2.0,2.0,2021-09-19,ARI,,MIN,"W, 34-33",*,4,4,54,13.5,1,100.0,13.5,59,96.7,0,0.0,0,0.0
2,3.0,129.0,3.0,3.0,2021-09-26,ARI,@,JAX,"W, 31-19",*,6,3,21,7.0,0,50.0,3.5,61,91.0,0,0.0,0,0.0
3,4.0,130.0,4.0,4.0,2021-10-03,ARI,@,LAR,"W, 37-20",*,7,4,67,16.8,0,57.1,9.6,75,96.2,0,0.0,0,0.0
4,5.0,131.0,5.0,5.0,2021-10-10,ARI,,SFO,"W, 17-10",*,9,6,87,14.5,1,66.7,9.7,56,91.8,0,0.0,0,0.0
5,6.0,132.0,6.0,6.0,2021-10-17,ARI,@,CLE,"W, 37-14",*,4,3,55,18.3,2,75.0,13.8,67,89.3,0,0.0,0,0.0
6,7.0,133.0,7.0,7.0,2021-10-24,ARI,,HOU,"W, 31-5",*,9,7,53,7.6,1,77.8,5.9,59,83.1,0,0.0,0,0.0
7,8.0,134.0,8.0,8.0,2021-10-28,ARI,,GNB,"L, 21-24",*,2,2,66,33.0,0,100.0,33.0,15,25.4,0,0.0,0,0.0
8,8.0,,9.0,9.0,2021-11-07,ARI,@,SFO,"W, 31-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,,10.0,10.0,2021-11-14,ARI,,CAR,"L, 10-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,,11.0,11.0,2021-11-21,ARI,@,SEA,"W, 23-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,9.0,135.0,12.0,13.0,2021-12-05,ARI,@,CHI,"W, 33-22",*,2,2,32,16.0,1,100.0,16.0,39,73.6,0,0.0,0,0.0
12,10.0,136.0,13.0,14.0,2021-12-13,ARI,,LAR,"L, 23-30",*,13,5,54,10.8,0,38.5,4.2,68,87.2,0,0.0,0,0.0
13,10.0,,14.0,15.0,2021-12-19,ARI,@,DET,"L, 12-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,10.0,,15.0,16.0,2021-12-25,ARI,,IND,"L, 16-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,10.0,,16.0,17.0,2022-01-02,ARI,@,DAL,"W, 25-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,10.0,,17.0,18.0,2022-01-09,ARI,,SEA,"L, 30-38",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,8-2,,64,42,572,13.6,8,65.6,8.9,560,83.3,0,0.0,0,0.0
