,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,97.0,1.0,1.0,2020-09-13,CLE,@,BAL,"L, 6-38",*,6,5,61,12.2,0,83.3,10.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,52,71.2,0,0.0,0,0.0
1,2.0,98.0,2.0,2.0,2020-09-17,CLE,,CIN,"W, 35-30",*,3,3,46,15.3,0,100.0,15.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,35,60.3,0,0.0,0,0.0
2,3.0,99.0,3.0,3.0,2020-09-27,CLE,,WAS,"W, 34-20",*,4,4,36,9.0,0,100.0,9.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,45,71.4,0,0.0,0,0.0
3,4.0,100.0,4.0,4.0,2020-10-04,CLE,@,DAL,"W, 49-38",*,6,5,48,9.6,0,83.3,8.0,0,0,0,,1,1,100.0,37,1,0,37.0,57.00,158.3,0,0,0,0,0,0,0,0,57,75.0,0,0.0,0,0.0
4,5.0,101.0,5.0,5.0,2020-10-11,CLE,,IND,"W, 32-23",*,9,4,88,22.0,0,44.4,9.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,56,76.7,0,0.0,0,0.0
5,6.0,102.0,6.0,6.0,2020-10-18,CLE,@,PIT,"L, 7-38",*,5,3,40,13.3,0,60.0,8.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,44,77.2,0,0.0,0,0.0
6,7.0,103.0,7.0,7.0,2020-10-25,CLE,@,CIN,"W, 37-34",,6,5,48,9.6,0,83.3,8.0,2,4,0,2.0,1,1,100.0,19,0,0,19.0,19.00,118.7,0,0,0,0,0,0,0,0,40,76.9,0,0.0,0,0.0
7,8.0,104.0,8.0,8.0,2020-11-01,CLE,,LVR,"L, 6-16",*,11,4,52,13.0,0,36.4,4.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,77.6,0,0.0,0,0.0
8,9.0,105.0,9.0,10.0,2020-11-15,CLE,,HOU,"W, 10-7",*,5,3,29,9.7,0,60.0,5.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,58.5,0,0.0,0,0.0
9,10.0,106.0,10.0,11.0,2020-11-22,CLE,,PHI,"W, 22-17",*,2,2,23,11.5,0,100.0,11.5,1,3,0,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,56.7,0,0.0,0,0.0
10,11.0,107.0,11.0,12.0,2020-11-29,CLE,@,JAX,"W, 27-25",*,11,8,143,17.9,1,72.7,13.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,41,61.2,0,0.0,0,0.0
11,12.0,108.0,12.0,13.0,2020-12-06,CLE,@,TEN,"W, 41-35",*,10,8,62,7.8,1,80.0,6.2,0,0,0,,1,1,100.0,6,0,0,6.0,6.00,91.7,0,0,0,0,0,0,0,0,48,65.8,0,0.0,0,0.0
12,13.0,109.0,13.0,14.0,2020-12-14,CLE,,BAL,"L, 42-47",*,9,6,52,8.7,0,66.7,5.8,0,0,0,,1,1,100.0,12,0,0,12.0,12.00,116.7,0,0,2,0,0,3,6,0,76,90.5,0,0.0,0,0.0
13,14.0,110.0,14.0,15.0,2020-12-20,CLE,@,NYG,"W, 20-6",*,8,7,61,8.7,1,87.5,7.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,45,70.3,0,0.0,0,0.0
14,14.0,,15.0,16.0,2020-12-27,CLE,@,NYJ,"L, 16-23",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
15,15.0,111.0,16.0,17.0,2021-01-03,CLE,,PIT,"W, 24-22",*,6,5,51,10.2,0,83.3,8.5,1,3,1,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,74.2,0,0.0,0,0.0
16,,,,,,,,,11-4,,101,72,840,11.7,3,71.3,8.3,4,10,1,2.5,4,4,100.0,74,1,0,18.5,23.50,158.3,0,0,2,0,0,3,6,0,699,71.1,0,0.0,0,0.0
