,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2014-09-07,CIN,@,BAL,"W, 23-16",*,14,48,0,3.4,10,6,62,10.3,0,60.0,6.2,57,86.4,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2014-09-14,CIN,,ATL,"W, 24-10",*,27,90,1,3.3,6,5,79,15.8,0,83.3,13.2,45,63.4,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2014-09-21,CIN,,TEN,"W, 33-7",*,14,47,2,3.4,3,1,7,7.0,0,33.3,2.3,39,63.9,0,0.0,1,3.8
3,4.0,20.0,4.0,5.0,2014-10-05,CIN,@,NWE,"L, 17-43",*,13,62,0,4.8,3,2,10,5.0,0,66.7,3.3,42,80.8,0,0.0,0,0.0
4,5.0,21.0,5.0,6.0,2014-10-12,CIN,,CAR,"T, 37-37 (OT)",*,18,137,1,7.6,5,4,20,5.0,0,80.0,4.0,55,67.9,0,0.0,0,0.0
5,6.0,22.0,6.0,7.0,2014-10-19,CIN,@,IND,"L, 0-27",*,7,17,0,2.4,5,2,-1,-0.5,0,40.0,-0.2,40,71.4,0,0.0,0,0.0
6,7.0,23.0,7.0,8.0,2014-10-26,CIN,,BAL,"W, 27-24",*,16,45,1,2.8,2,2,2,1.0,0,100.0,1.0,37,53.6,0,0.0,0,0.0
7,7.0,,8.0,9.0,2014-11-02,CIN,,JAX,"W, 33-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,10.0,2014-11-06,CIN,,CLE,"L, 3-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,,10.0,11.0,2014-11-16,CIN,@,NOR,"W, 27-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,24.0,11.0,12.0,2014-11-23,CIN,@,HOU,"W, 22-13",*,17,45,0,2.6,3,2,22,11.0,0,66.7,7.3,49,60.5,0,0.0,0,0.0
11,9.0,25.0,12.0,13.0,2014-11-30,CIN,@,TAM,"W, 14-13",,10,49,0,4.9,1,1,4,4.0,0,100.0,4.0,30,49.2,0,0.0,0,0.0
12,10.0,26.0,13.0,14.0,2014-12-07,CIN,,PIT,"L, 21-42",*,6,17,0,2.8,5,3,19,6.3,0,60.0,3.8,34,55.7,0,0.0,0,0.0
13,11.0,27.0,14.0,15.0,2014-12-14,CIN,@,CLE,"W, 30-0",,15,79,0,5.3,3,3,24,8.0,0,100.0,8.0,28,37.8,0,0.0,0,0.0
14,12.0,28.0,15.0,16.0,2014-12-22,CIN,,DEN,"W, 37-28",,8,36,0,4.5,5,5,45,9.0,1,100.0,9.0,24,38.1,0,0.0,0,0.0
15,13.0,29.0,16.0,17.0,2014-12-28,CIN,@,PIT,"L, 17-27",,3,8,0,2.7,8,7,56,8.0,1,87.5,7.0,30,42.3,0,0.0,0,0.0
16,,,,,,,,,8-4-1,,168,680,5,4.0,59,43,349,8.1,2,72.9,5.9,510,58.8,0,0.0,1,0.3
