,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2015-09-13,CIN,@,OAK,"W, 33-13",,8,63,0,7.9,6,6,25,4.2,0,100.0,4.2,0,0,0,,0,0,0,0,0,0,30,44.1,0,0.0,0,0.0
1,2.0,31.0,2.0,2.0,2015-09-20,CIN,,SDG,"W, 24-19",,20,123,0,6.2,3,3,16,5.3,0,100.0,5.3,0,0,0,,0,0,0,0,0,0,45,68.2,0,0.0,0,0.0
2,3.0,32.0,3.0,3.0,2015-09-27,CIN,@,BAL,"W, 28-24",,13,49,0,3.8,4,3,34,11.3,0,75.0,8.5,0,0,0,,0,0,0,0,0,0,48,65.8,0,0.0,0,0.0
3,4.0,33.0,4.0,4.0,2015-10-04,CIN,,KAN,"W, 36-21",,13,62,1,4.8,0,0,0,,0,,,1,6,0,6.0,0,0,0,0,0,0,23,42.6,0,0.0,1,3.3
4,5.0,34.0,5.0,5.0,2015-10-11,CIN,,SEA,"W, 27-24 (OT)",,15,80,0,5.3,8,5,21,4.2,0,62.5,2.6,0,0,0,,0,0,0,0,0,0,66,77.6,0,0.0,0,0.0
5,6.0,35.0,6.0,6.0,2015-10-18,CIN,@,BUF,"W, 34-21",,8,50,1,6.3,2,1,23,23.0,0,50.0,11.5,0,0,0,,0,0,0,0,0,0,26,42.6,0,0.0,0,0.0
6,7.0,36.0,7.0,8.0,2015-11-01,CIN,@,PIT,"W, 16-10",,1,12,0,12.0,3,2,22,11.0,0,66.7,7.3,0,0,0,,0,0,0,1,0,0,32,47.8,0,0.0,0,0.0
7,8.0,37.0,8.0,9.0,2015-11-05,CIN,,CLE,"W, 31-10",,13,72,0,5.5,1,1,14,14.0,0,100.0,14.0,0,0,0,,0,0,0,0,0,0,34,50.7,0,0.0,0,0.0
8,9.0,38.0,9.0,10.0,2015-11-16,CIN,,HOU,"L, 6-10",,8,36,0,4.5,8,5,43,8.6,0,62.5,5.4,0,0,0,,0,0,0,0,0,0,49,73.1,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2015-11-22,CIN,@,ARI,"L, 31-34",,6,18,0,3.0,10,8,128,16.0,0,80.0,12.8,0,0,0,,1,0,0,2,6,0,52,68.4,0,0.0,1,3.0
10,11.0,40.0,11.0,12.0,2015-11-29,CIN,,STL,"W, 31-7",,10,16,0,1.6,3,2,51,25.5,0,66.7,17.0,0,0,0,,1,0,0,0,0,0,27,45.8,0,0.0,0,0.0
11,12.0,41.0,12.0,13.0,2015-12-06,CIN,@,CLE,"W, 37-3",,5,26,0,5.2,1,1,9,9.0,0,100.0,9.0,0,0,0,,0,0,0,0,0,0,19,33.3,0,0.0,0,0.0
12,13.0,42.0,13.0,14.0,2015-12-13,CIN,,PIT,"L, 20-33",,6,40,0,6.7,5,3,27,9.0,0,60.0,5.4,0,0,0,,0,0,0,0,0,0,38,65.5,0,0.0,0,0.0
13,14.0,43.0,14.0,15.0,2015-12-20,CIN,@,SFO,"W, 24-14",*,14,33,0,2.4,4,4,18,4.5,0,100.0,4.5,0,0,0,,0,0,0,0,0,0,37,57.8,0,0.0,0,0.0
14,15.0,44.0,15.0,16.0,2015-12-28,CIN,@,DEN,"L, 17-20 (OT)",,8,14,0,1.8,5,4,29,7.3,0,80.0,5.8,0,0,0,,0,0,0,0,0,0,33,45.8,0,0.0,0,0.0
15,16.0,45.0,16.0,17.0,2016-01-03,CIN,,BAL,"W, 24-16",,6,36,0,6.0,3,1,12,12.0,0,33.3,4.0,0,0,0,,0,0,0,0,0,0,21,34.4,0,0.0,0,0.0
16,,,,,,,,,12-4,,154,730,2,4.7,66,49,472,9.6,0,74.2,7.2,1,6,0,6.0,2,0,0,3,6,0,580,55.0,0,0.0,2,0.5
