,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,80.0,1.0,1.0,2023-09-10,NWE,,PHI,"L, 20-25",*,7,4,33,8.3,0,57.1,4.7,0,0,0,0,0,0,43,53.8,0,0.0,0,0.0
1,2.0,81.0,2.0,2.0,2023-09-17,NWE,,MIA,"L, 17-24",,6,5,28,5.6,0,83.3,4.7,0,0,0,0,0,0,44,59.5,0,0.0,0,0.0
2,3.0,82.0,3.0,3.0,2023-09-24,NWE,@,NYJ,"W, 15-10",*,3,1,5,5.0,0,33.3,1.7,0,0,0,0,0,0,53,73.6,0,0.0,1,3.2
3,4.0,83.0,4.0,4.0,2023-10-01,NWE,@,DAL,"L, 3-38",,5,1,14,14.0,0,20.0,2.8,0,0,0,0,0,0,26,47.3,0,0.0,0,0.0
4,5.0,84.0,5.0,5.0,2023-10-08,NWE,,NOR,"L, 0-34",*,4,3,6,2.0,0,75.0,1.5,0,0,0,0,0,0,27,50.0,0,0.0,0,0.0
5,5.0,,6.0,6.0,2023-10-15,NWE,@,LVR,"L, 17-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,,7.0,7.0,2023-10-22,NWE,,BUF,"W, 29-25",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,6.0,85.0,8.0,8.0,2023-10-29,NWE,@,MIA,"L, 17-31",,1,1,3,3.0,1,100.0,3.0,0,0,0,0,0,0,18,34.0,0,0.0,0,0.0
8,7.0,86.0,9.0,9.0,2023-11-05,NWE,,WAS,"L, 17-20",,7,6,51,8.5,0,85.7,7.3,0,0,0,0,0,0,23,35.9,0,0.0,0,0.0
9,8.0,87.0,10.0,10.0,2023-11-12,NWE,,IND,"L, 6-10",*,1,1,9,9.0,0,100.0,9.0,0,0,0,0,0,0,68,98.6,0,0.0,0,0.0
10,9.0,88.0,11.0,12.0,2023-11-26,NWE,@,NYG,"L, 7-10",*,4,2,10,5.0,0,50.0,2.5,0,0,0,0,0,0,44,64.7,0,0.0,0,0.0
11,10.0,89.0,12.0,13.0,2023-12-03,NWE,,LAC,"L, 0-6",*,3,1,11,11.0,0,33.3,3.7,0,0,0,1,1,0,59,92.2,0,0.0,0,0.0
12,11.0,90.0,13.0,14.0,2023-12-07,NWE,@,PIT,"W, 21-18",*,6,4,90,22.5,0,66.7,15.0,0,0,0,0,0,0,56,98.2,0,0.0,0,0.0
13,11.0,,14.0,15.0,2023-12-17,NWE,,KAN,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,11.0,,15.0,16.0,2023-12-24,NWE,@,DEN,"W, 26-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,11.0,,16.0,17.0,2023-12-31,NWE,@,BUF,"L, 21-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,11.0,,17.0,18.0,2024-01-07,NWE,,NYJ,"L, 3-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-9,,47,29,260,9.0,1,61.7,5.5,0,0,0,1,1,0,461,64.9,0,0.0,1,0.3
