,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2020,21,CLE,NFL,WR,2.0,2.0,3.0,2.0,31.0,15.5,0.0,1.0,66.7,23.0,1.0,15.5,66.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.5,31.0,0.0,0.0,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023,24,DET,NFL,WR,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
3,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,5.0,2.0,3.0,2.0,31.0,15.5,0.0,1.0,66.7,23.0,0.4,6.2,66.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.5,31.0,0.0,0.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,7.0,10.0,7.0,105.0,15.5,0.0,3.0,66.7,23.0,0.4,6.2,66.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.5,105.0,0.0,0.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
7,CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,2.0,3.0,2.0,31.0,15.5,0.0,1.0,66.7,23.0,1.0,15.5,66.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.5,31.0,0.0,0.0,
