,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-14,PIT,@,NYG,"W, 26-16",,2,2,39,19.5,0,100.0,19.5,1,8,0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,29.7,0,0.0,14,53.8
1,2.0,2.0,2.0,2.0,2020-09-20,PIT,,DEN,"W, 26-21",,3,3,88,29.3,1,100.0,29.3,0,0,0,,0.0,3,1,2,0,0,0,0,0,0,0,0,0,24,36.9,0,0.0,15,50.0
2,3.0,3.0,3.0,3.0,2020-09-27,PIT,,HOU,"W, 28-21",,4,1,24,24.0,0,25.0,6.0,0,0,0,,0.0,1,0,1,0,0,0,1,0,0,0,0,0,61,76.3,0,0.0,9,32.1
3,4.0,4.0,4.0,5.0,2020-10-11,PIT,,PHI,"W, 38-29",*,11,7,110,15.7,3,63.6,10.0,3,6,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,68.4,0,0.0,9,34.6
4,5.0,5.0,5.0,6.0,2020-10-18,PIT,,CLE,"W, 38-7",,4,4,74,18.5,0,100.0,18.5,2,7,1,3.5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,51,78.5,0,0.0,6,22.2
5,6.0,6.0,6.0,7.0,2020-10-25,PIT,@,TEN,"W, 27-24",*,1,1,-2,-2.0,0,100.0,-2.0,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,1,0,0,51,64.6,0,0.0,8,28.6
6,7.0,7.0,7.0,8.0,2020-11-01,PIT,@,BAL,"W, 28-24",,9,5,42,8.4,1,55.6,4.7,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,41,75.9,0,0.0,6,23.1
7,8.0,8.0,8.0,9.0,2020-11-08,PIT,@,DAL,"W, 24-19",,13,8,69,8.6,0,61.5,5.3,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,81.2,0,0.0,7,25.9
8,9.0,9.0,9.0,10.0,2020-11-15,PIT,,CIN,"W, 36-10",,10,4,56,14.0,2,40.0,5.6,2,-3,0,-1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,60.3,0,0.0,6,15.8
9,10.0,10.0,10.0,11.0,2020-11-22,PIT,@,JAX,"W, 27-3",,8,4,59,14.8,1,50.0,7.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,62.7,0,0.0,2,7.1
10,11.0,11.0,11.0,12.0,2020-12-02,PIT,,BAL,"W, 19-14",,9,6,52,8.7,0,66.7,5.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,62.5,0,0.0,4,16.0
11,12.0,12.0,12.0,13.0,2020-12-07,PIT,,WAS,"L, 17-23",*,4,2,38,19.0,0,50.0,9.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,43.7,0,0.0,8,25.0
12,13.0,13.0,13.0,14.0,2020-12-13,PIT,@,BUF,"L, 15-26",*,6,3,15,5.0,0,50.0,2.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,66.7,0,0.0,6,21.4
13,14.0,14.0,14.0,15.0,2020-12-21,PIT,@,CIN,"L, 17-27",,8,3,54,18.0,0,37.5,6.8,1,-6,0,-6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,66.2,0,0.0,8,25.0
14,15.0,15.0,15.0,16.0,2020-12-27,PIT,,IND,"W, 28-24",*,6,4,54,13.5,0,66.7,9.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,79.4,0,0.0,9,30.0
15,16.0,16.0,16.0,17.0,2021-01-03,PIT,@,CLE,"L, 22-24",*,11,5,101,20.2,1,45.5,9.2,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,35,52.2,0,0.0,7,28.0
16,,,,,,,,,12-4,,109,62,873,14.1,9,56.9,8.0,10,16,2,1.6,0.0,6,2,4,0,0,0,3,1,0,1,0,0,692,62.9,0,0.0,124,27.2
