,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,47.0,1.0,1,2023-09-10,CHI,,GNB,"L, 20-38",*,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,78.4,0,0.0,0,0.0
1,2.0,48.0,2.0,2,2023-09-17,CHI,@,TAM,"L, 17-27",,8,3,36,12.0,1,37.5,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,79.2,0,0.0,0,0.0
2,3.0,49.0,3.0,3,2023-09-24,CHI,@,KAN,"L, 10-41",*,4,1,15,15.0,0,25.0,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,86.3,0,0.0,0,0.0
3,,,4.0,4,2023-10-01,CHI,,DEN,"L, 28-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,,5.0,5,2023-10-05,CHI,@,WAS,"W, 40-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,,,,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins,Player went from Chicago Bears to Miami Dolphins
6,3.0,,5.0,5,2023-10-08,MIA,,NYG,"W, 31-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,3.0,,6.0,6,2023-10-15,MIA,,CAR,"W, 42-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,4.0,50.0,7.0,7,2023-10-22,MIA,@,PHI,"L, 17-31",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,4,8.2,0,0.0,10,45.5
9,5.0,51.0,8.0,8,2023-10-29,MIA,,NWE,"W, 31-17",,2,1,15,15.0,0,50.0,7.5,0.0,1,0,1,0,0,0,0,0,0,0,0,0,11,14.3,0,0.0,12,46.2
10,6.0,52.0,9.0,9,2023-11-05,MIA,@,KAN,"L, 14-21",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,14,22.2,0,0.0,9,36.0
11,6.0,,10.0,11,2023-11-19,MIA,,LVR,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,6.0,,11.0,12,2023-11-24,MIA,@,NYJ,"W, 34-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,7.0,53.0,12.0,13,2023-12-03,MIA,@,WAS,"W, 45-15",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,12,42.9
14,8.0,54.0,13.0,14,2023-12-11,MIA,,TEN,"L, 27-28",,0,0,0,,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,12,38.7
15,9.0,55.0,14.0,15,2023-12-17,MIA,,NYJ,"W, 30-0",,2,2,8,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0,0.0,13,54.2
16,10.0,56.0,15.0,16,2023-12-24,MIA,,DAL,"W, 22-20",,0,0,0,,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,3,4.6,0,0.0,13,50.0
17,11.0,57.0,16.0,17,2023-12-31,MIA,@,BAL,"L, 19-56",,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,10,14.5,0,0.0,14,46.7
18,12.0,58.0,17.0,18,2024-01-07,MIA,,BUF,"L, 14-21",,2,1,3,3.0,0,50.0,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.7,0,0.0,7,38.9
19,,,,,,,,,4-8,,21,8,77,9.6,1,38.1,3.7,0.0,5,2,3,0,0,0,0,0,0,1,0,0,195,26.1,0,0.0,102,32.9
