,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2020,22,PIT,NFL,WR,1.0,1.0,7.0,5.0,59.0,11.8,2.0,3.0,57.1,29.0,5.0,59.0,71.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.8,59.0,2.0,0.0,
1,2021,23,PIT,NFL,WR,1.0,1.0,7.0,3.0,25.0,8.3,0.0,1.0,28.6,16.0,3.0,25.0,42.9,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.3,25.0,0.0,0.0,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023,25,MIA,NFL,WR,1.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
4,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,3.0,2.0,14.0,8.0,84.0,10.5,2.0,4.0,42.9,29.0,2.7,28.0,57.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.5,84.0,2.0,0.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,11.0,,45.0,476.0,10.5,11.0,23.0,,29.0,2.7,28.0,,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.5,476.0,11.0,0.0,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PIT (2 Yrs),PIT (2 Yrs),PIT (2 Yrs),PIT (2 Yrs),,2.0,2.0,14.0,8.0,84.0,10.5,2.0,4.0,42.9,29.0,4.0,42.0,57.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.5,84.0,2.0,0.0,
8,MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,1.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
