,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,PIT,@,BUF,"W, 23-16",,5,3,45,15.0,0,60.0,9.0,1,25,0,25.0,39,67.2,0,0.0,1,3.4
1,2.0,18.0,2.0,2.0,2021-09-19,PIT,,LVR,"L, 17-26",*,9,3,70,23.3,0,33.3,7.8,1,-3,0,-3.0,43,76.8,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2021-09-26,PIT,,CIN,"L, 10-24",*,15,9,96,10.7,0,60.0,6.4,0,0,0,,76,91.6,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,PIT,@,GNB,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,20.0,5.0,5.0,2021-10-10,PIT,,DEN,"W, 27-19",*,6,5,130,26.0,1,83.3,21.7,0,0,0,,36,55.4,0,0.0,0,0.0
5,5.0,21.0,6.0,6.0,2021-10-17,PIT,,SEA,"W, 23-20 (OT)",*,7,2,17,8.5,0,28.6,2.4,0,0,0,,63,84.0,0,0.0,0,0.0
6,6.0,22.0,7.0,8.0,2021-10-31,PIT,@,CLE,"W, 15-10",*,5,4,45,11.3,0,80.0,9.0,2,16,0,8.0,72,97.3,0,0.0,0,0.0
7,7.0,23.0,8.0,9.0,2021-11-08,PIT,,CHI,"W, 29-27",*,5,3,30,10.0,0,60.0,6.0,2,13,0,6.5,58,80.6,0,0.0,0,0.0
8,7.0,,9.0,10.0,2021-11-14,PIT,,DET,"T, 16-16 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,24.0,10.0,11.0,2021-11-21,PIT,@,LAC,"L, 37-41",*,9,5,93,18.6,0,55.6,10.3,2,1,0,0.5,63,91.3,0,0.0,0,0.0
10,9.0,25.0,11.0,12.0,2021-11-28,PIT,@,CIN,"L, 10-41",*,8,3,82,27.3,0,37.5,10.3,0,0,0,,61,98.4,0,0.0,0,0.0
11,10.0,26.0,12.0,13.0,2021-12-05,PIT,,BAL,"W, 20-19",,3,2,52,26.0,0,66.7,17.3,1,2,0,2.0,38,63.3,0,0.0,1,4.0
12,11.0,27.0,13.0,14.0,2021-12-09,PIT,@,MIN,"L, 28-36",*,9,8,93,11.6,0,88.9,10.3,1,2,0,2.0,44,59.5,0,0.0,0,0.0
13,12.0,28.0,14.0,15.0,2021-12-19,PIT,,TEN,"W, 19-13",*,2,0,12,,0,0.0,6.0,1,7,0,7.0,31,63.3,0,0.0,0,0.0
14,13.0,29.0,15.0,16.0,2021-12-26,PIT,@,KAN,"L, 10-36",*,6,4,41,10.3,0,66.7,6.8,0,0,0,,59,81.9,0,0.0,0,0.0
15,14.0,30.0,16.0,17.0,2022-01-03,PIT,,CLE,"W, 26-14",*,9,3,17,5.7,0,33.3,1.9,0,0,0,,71,87.7,0,0.0,1,3.2
16,15.0,31.0,17.0,18.0,2022-01-09,PIT,@,BAL,"W, 16-13 (OT)",*,7,5,37,7.4,1,71.4,5.3,3,33,0,11.0,69,90.8,0,0.0,0,0.0
17,,,,,,,,,9-6,,105,59,860,14.6,2,56.2,8.2,14,96,0,6.9,823,80.2,0,0.0,3,0.7
