,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2020-09-14,PIT,@,NYG,"W, 26-16",,0,0,0,,0,,,0,0,0,,1,33,0,33.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,4,15.4
1,2.0,18.0,2.0,2.0,2020-09-20,PIT,,DEN,"W, 26-21",,0,0,0,,0,,,0,0,0,,2,64,0,32.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,6,20.0
2,3.0,19.0,3.0,3.0,2020-09-27,PIT,,HOU,"W, 28-21",,0,0,0,,0,,,0,0,0,,2,47,0,23.5,2,25,0,12.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.8,0,0.0,9,32.1
3,4.0,20.0,4.0,5.0,2020-10-11,PIT,,PHI,"W, 38-29",*,3,3,12,4.0,0,100.0,4.0,2,63,0,31.5,2,48,0,24.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,23.7,0,0.0,5,19.2
4,5.0,21.0,5.0,6.0,2020-10-18,PIT,,CLE,"W, 38-7",,1,0,0,,0,0.0,0.0,0,0,0,,1,28,0,28.0,3,37,0,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,20.0,0,0.0,8,29.6
5,6.0,22.0,6.0,7.0,2020-10-25,PIT,@,TEN,"W, 27-24",,2,2,12,6.0,0,100.0,6.0,0,0,0,,1,17,0,17.0,3,83,0,27.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.1,0,0.0,10,35.7
6,7.0,23.0,7.0,8.0,2020-11-01,PIT,@,BAL,"W, 28-24",,1,1,6,6.0,0,100.0,6.0,0,0,0,,2,48,0,24.0,1,5,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,40.7,0,0.0,7,26.9
7,8.0,24.0,8.0,9.0,2020-11-08,PIT,@,DAL,"W, 24-19",,2,2,16,8.0,0,100.0,8.0,0,0,0,,1,29,0,29.0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,40.6,0,0.0,7,25.9
8,9.0,25.0,9.0,10.0,2020-11-15,PIT,,CIN,"W, 36-10",,2,2,4,2.0,0,100.0,2.0,1,-1,0,-1.0,3,49,0,16.3,4,60,0,15.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,15,20.5,0,0.0,14,36.8
9,10.0,26.0,10.0,11.0,2020-11-22,PIT,@,JAX,"W, 27-3",,4,4,20,5.0,0,100.0,5.0,1,3,0,3.0,0,0,0,,3,19,0,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,26.7,0,0.0,9,32.1
10,11.0,27.0,11.0,12.0,2020-12-02,PIT,,BAL,"W, 19-14",*,1,1,8,8.0,0,100.0,8.0,0,0,0,,3,52,0,17.3,2,6,0,3.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,9,12.5,0,0.0,10,40.0
11,12.0,28.0,12.0,13.0,2020-12-07,PIT,,WAS,"L, 17-23",,3,2,4,2.0,0,66.7,1.3,0,0,0,,1,32,0,32.0,3,28,0,9.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5,7.0,0,0.0,14,43.8
12,13.0,29.0,13.0,14.0,2020-12-13,PIT,@,BUF,"L, 15-26",,0,0,0,,0,,,0,0,0,,2,40,0,20.0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.0,0,0.0,11,39.3
13,14.0,30.0,14.0,15.0,2020-12-21,PIT,@,CIN,"L, 17-27",,1,1,-2,-2.0,0,100.0,-2.0,0,0,0,,1,30,0,30.0,3,19,0,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.2,0,0.0,13,40.6
14,15.0,31.0,15.0,16.0,2020-12-27,PIT,,IND,"W, 28-24",,0,0,0,,0,,,0,0,0,,4,76,0,19.0,2,13,0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.9,0,0.0,10,33.3
15,16.0,32.0,16.0,17.0,2021-01-03,PIT,@,CLE,"L, 22-24",,2,2,-3,-1.5,0,100.0,-1.5,0,0,0,,2,53,0,26.5,1,3,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,17.9,0,0.0,8,32.0
16,,,,,,,,,12-4,,22,20,77,3.9,0,90.9,3.5,4,65,0,16.3,28,646,0,23.1,29,298,0,10.3,0.0,1,1,0,0,0,0,2,1,0,0,0,0,165,15.0,0,0.0,145,31.8
