,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,22,BUF,NFL,WR,10.0,1.0,6.0,5.0,36.0,7.2,0.0,2.0,50.0,16.0,0.5,3.6,83.3,6.0,2.0,4.0,0.0,0.0,50.0,7.0,2.0,0.4,0.2,7.0,5.7,40.0,0.0,2.0,0.0,
1,2019,23,CAR,NFL,WR,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,
2,2020,24,PIT,NFL,WR,16.0,2.0,22.0,20.0,77.0,3.9,0.0,3.0,40.9,13.0,1.3,4.8,90.9,3.5,4.0,65.0,0.0,1.0,50.0,58.0,16.3,4.1,0.3,24.0,5.9,142.0,0.0,2.0,1.0,
3,2021,25,PIT,NFL,WR,16.0,5.0,66.0,39.0,277.0,7.1,0.0,18.0,34.8,24.0,2.4,17.3,59.1,4.2,2.0,15.0,0.0,0.0,100.0,10.0,7.5,0.9,0.1,41.0,7.1,292.0,0.0,4.0,2.0,
4,2022,26,SFO,NFL,WR,17.0,2.0,25.0,14.0,243.0,17.4,1.0,11.0,52.0,42.0,0.8,14.3,56.0,9.7,4.0,78.0,1.0,1.0,25.0,71.0,19.5,4.6,0.2,18.0,17.8,321.0,2.0,2.0,3.0,
5,2023,27,SFO,NFL,WR,12.0,1.0,15.0,12.0,135.0,11.3,0.0,7.0,66.7,41.0,1.0,11.3,80.0,9.0,3.0,30.0,0.0,2.0,100.0,15.0,10.0,2.5,0.3,15.0,11.0,165.0,0.0,1.0,2.0,
6,2024,28,ATL,NFL,WR,17.0,13.0,87.0,62.0,686.0,11.1,1.0,29.0,51.7,60.0,3.6,40.4,71.3,7.9,10.0,79.0,0.0,3.0,60.0,20.0,7.9,4.6,0.6,72.0,10.6,765.0,1.0,4.0,6.0,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,94.0,24.0,221.0,152.0,1454.0,9.6,2.0,70.0,46.6,60.0,1.6,15.5,68.8,6.6,25.0,271.0,1.0,7.0,60.0,71.0,10.8,2.9,0.3,177.0,9.7,1725.0,3.0,18.0,14.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,4.0,40.0,27.0,263.0,9.6,0.0,13.0,46.6,60.0,1.6,15.5,68.8,6.6,5.0,49.0,0.0,1.0,60.0,71.0,10.8,2.9,0.3,32.0,1.8,312.0,1.0,3.0,3.0,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PIT (2 Yrs),PIT (2 Yrs),PIT (2 Yrs),PIT (2 Yrs),,32.0,7.0,88.0,59.0,354.0,6.0,0.0,21.0,36.4,24.0,1.8,11.1,67.0,4.0,6.0,80.0,0.0,1.0,66.7,58.0,13.3,2.5,0.2,65.0,6.7,434.0,0.0,6.0,3.0,
11,SFO (2 Yrs),SFO (2 Yrs),SFO (2 Yrs),SFO (2 Yrs),,29.0,3.0,40.0,26.0,378.0,14.5,1.0,18.0,57.5,42.0,0.9,13.0,65.0,9.5,7.0,108.0,1.0,3.0,57.1,71.0,15.4,3.7,0.2,33.0,14.7,486.0,2.0,3.0,5.0,
12,ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,17.0,13.0,87.0,62.0,686.0,11.1,1.0,29.0,51.7,60.0,3.6,40.4,71.3,7.9,10.0,79.0,0.0,3.0,60.0,20.0,7.9,4.6,0.6,72.0,10.6,765.0,1.0,4.0,6.0,
13,BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),,10.0,1.0,6.0,5.0,36.0,7.2,0.0,2.0,50.0,16.0,0.5,3.6,83.3,6.0,2.0,4.0,0.0,0.0,50.0,7.0,2.0,0.4,0.2,7.0,5.7,40.0,0.0,2.0,0.0,
14,CAR (1 Yr),CAR (1 Yr),CAR (1 Yr),CAR (1 Yr),,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,
