,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,66.0,1.0,1.0,2023-09-10,SFO,@,PIT,"W, 30-7",,0,0,0,,0,,,0,0,0,,0,0,0,,3,41,0,13.7,0,0,0,0,0,0,3,4.4,0,0.0,8,30.8
1,2.0,67.0,2.0,2.0,2023-09-17,SFO,@,LAR,"W, 30-23",,0,0,0,,0,,,0,0,0,,0,0,0,,1,13,0,13.0,0,0,0,0,0,0,4,7.0,0,0.0,7,25.0
2,3.0,68.0,3.0,3.0,2023-09-21,SFO,,NYG,"W, 30-12",*,0,0,0,,0,,,0,0,0,,0,0,0,,3,22,0,7.3,0,0,0,0,0,0,38,45.8,0,0.0,10,35.7
3,4.0,69.0,4.0,4.0,2023-10-01,SFO,,ARI,"W, 35-16",,2,2,22,11.0,0,100.0,11.0,0,0,0,,1,18,0,18.0,2,24,0,12.0,0,0,0,0,0,0,13,23.6,0,0.0,8,36.4
4,5.0,70.0,5.0,5.0,2023-10-08,SFO,,DAL,"W, 42-10",,1,1,1,1.0,0,100.0,1.0,0,0,0,,0,0,0,,4,39,0,9.8,0,0,0,0,0,0,13,18.3,0,0.0,8,29.6
5,6.0,71.0,6.0,6.0,2023-10-15,SFO,@,CLE,"L, 17-19",,2,1,4,4.0,0,50.0,2.0,2,23,0,11.5,2,45,0,22.5,2,13,0,6.5,0,0,0,0,0,0,44,71.0,0,0.0,10,32.3
6,7.0,72.0,7.0,7.0,2023-10-23,SFO,@,MIN,"L, 17-22",,3,2,20,10.0,0,66.7,6.7,0,0,0,,1,34,0,34.0,0,0,0,,0,0,0,0,0,0,19,35.8,0,0.0,7,31.8
7,8.0,73.0,8.0,8.0,2023-10-29,SFO,,CIN,"L, 17-31",,2,2,43,21.5,0,100.0,21.5,0,0,0,,1,16,0,16.0,0,0,0,,0,0,0,0,0,0,29,49.2,0,0.0,9,36.0
8,9.0,74.0,9.0,10.0,2023-11-12,SFO,@,JAX,"W, 34-3",,0,0,0,,0,,,0,0,0,,1,20,0,20.0,3,22,0,7.3,0,0,0,0,0,0,0,0.0,0,0.0,6,26.1
9,10.0,75.0,10.0,11.0,2023-11-19,SFO,,TAM,"W, 27-14",,0,0,0,,0,,,0,0,0,,2,40,0,20.0,1,2,0,2.0,0,0,0,0,0,0,2,3.3,0,0.0,6,27.3
10,11.0,76.0,11.0,12.0,2023-11-23,SFO,@,SEA,"W, 31-13",,1,1,23,23.0,0,100.0,23.0,0,0,0,,2,52,0,26.0,3,10,0,3.3,1,0,0,0,0,0,8,12.1,0,0.0,9,31.0
11,11.0,,12.0,13.0,2023-12-03,SFO,@,PHI,"W, 42-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,,13.0,14.0,2023-12-10,SFO,,SEA,"W, 28-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,11.0,,14.0,15.0,2023-12-17,SFO,@,ARI,"W, 45-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,11.0,,15.0,16.0,2023-12-25,SFO,,BAL,"L, 19-33",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,11.0,,16.0,17.0,2023-12-31,SFO,@,WAS,"W, 27-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,12.0,77.0,17.0,18.0,2024-01-07,SFO,,LAR,"L, 20-21",,4,3,22,7.3,0,75.0,5.5,1,7,0,7.0,0,0,0,,2,17,0,8.5,0,0,0,0,0,0,36,59.0,0,0.0,6,31.6
17,,,,,,,,,8-4,,15,12,135,11.3,0,80.0,9.0,3,30,0,10.0,10,225,0,22.5,24,203,0,8.5,1,0,0,0,0,0,209,27.6,0,0.0,94,31.1
