,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-11,NOR,@,MIN,"L, 19-29",,7,18,0,2.6,6,4,20,5.0,0,66.7,3.3,1,26,0,26.0,0,0,0,0,0,0,31,50.0,0,0.0,8,27.6
1,2.0,2.0,2.0,2.0,2017-09-17,NOR,,NWE,"L, 20-36",,1,3,0,3.0,7,3,51,17.0,0,42.9,7.3,3,71,0,23.7,0,0,0,0,0,0,17,26.2,0,0.0,8,25.8
2,3.0,3.0,3.0,3.0,2017-09-24,NOR,@,CAR,"W, 34-13",,2,37,1,18.5,5,3,5,1.7,0,60.0,1.0,0,0,0,,0,0,0,0,0,0,17,29.3,0,0.0,4,15.4
3,4.0,4.0,4.0,4.0,2017-10-01,NOR,@,MIA,"W, 20-0",,5,25,0,5.0,10,10,71,7.1,1,100.0,7.1,1,23,0,23.0,0,0,0,0,0,0,26,35.1,0,0.0,1,5.3
4,5.0,5.0,5.0,6.0,2017-10-15,NOR,,DET,"W, 52-38",*,10,75,0,7.5,3,3,12,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,31,43.7,0,0.0,7,15.2
5,6.0,6.0,6.0,7.0,2017-10-22,NOR,@,GNB,"W, 26-17",,9,57,0,6.3,7,5,50,10.0,0,71.4,7.1,0,0,0,,0,0,0,0,0,0,37,48.7,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2017-10-29,NOR,,CHI,"W, 20-12",,8,28,1,3.5,3,3,48,16.0,0,100.0,16.0,0,0,0,,0,0,0,0,0,0,31,50.8,0,0.0,1,3.8
7,8.0,8.0,8.0,9.0,2017-11-05,NOR,,TAM,"W, 30-10",,10,68,1,6.8,7,6,84,14.0,1,85.7,12.0,0,0,0,,1,1,0,0,0,0,26,43.3,0,0.0,1,3.7
8,9.0,9.0,9.0,10.0,2017-11-12,NOR,@,BUF,"W, 47-10",,12,106,1,8.8,5,5,32,6.4,0,100.0,6.4,0,0,0,,0,0,0,0,0,0,29,37.7,0,0.0,1,3.6
9,10.0,10.0,10.0,11.0,2017-11-19,NOR,,WAS,"W, 34-31 (OT)",,8,42,0,5.3,9,6,74,12.3,1,66.7,8.2,0,0,0,,0,0,0,0,0,0,46,64.8,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2017-11-26,NOR,@,LAR,"L, 20-26",*,5,87,1,17.4,6,6,101,16.8,1,100.0,16.8,0,0,0,,0,0,0,0,0,0,32,56.1,0,0.0,1,3.0
11,12.0,12.0,12.0,13.0,2017-12-03,NOR,,CAR,"W, 31-21",*,9,60,2,6.7,6,5,66,13.2,0,83.3,11.0,0,0,0,,0,0,0,0,0,0,37,57.8,0,0.0,1,3.4
12,13.0,13.0,13.0,14.0,2017-12-07,NOR,@,ATL,"L, 17-20",,1,2,0,2.0,3,3,25,8.3,0,100.0,8.3,0,0,0,,0,0,0,0,0,0,6,11.5,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2017-12-17,NOR,,NYJ,"W, 31-19",,12,44,0,3.7,7,6,45,7.5,1,85.7,6.4,0,0,0,,0,0,0,0,0,0,32,47.8,0,0.0,1,3.3
14,15.0,15.0,15.0,16.0,2017-12-24,NOR,,ATL,"W, 23-13",,12,32,0,2.7,9,7,58,8.3,0,77.8,6.4,2,72,0,36.0,0,0,0,0,0,0,37,57.8,0,0.0,4,13.8
15,16.0,16.0,16.0,17.0,2017-12-31,NOR,@,TAM,"L, 24-31",,9,44,1,4.9,7,6,84,14.0,0,85.7,12.0,4,155,1,38.8,0,0,0,0,0,0,31,53.4,0,0.0,6,23.1
16,,,,,,,,,11-5,,120,728,8,6.1,100,81,826,10.2,5,81.0,8.3,11,347,1,31.5,1,1,0,0,0,0,466,44.9,0,0.0,44,9.5
