,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,87.0,1.0,1.0,2020-09-13,LAC,@,CIN,"W, 16-13",*,8,4,37,9.3,0,50.0,4.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
1,2.0,88.0,2.0,2.0,2020-09-20,LAC,,KAN,"L, 20-23 (OT)",*,10,7,96,13.7,0,70.0,9.6,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,81,97.6,0,0.0,0,0.0
2,3.0,89.0,3.0,3.0,2020-09-27,LAC,,CAR,"L, 16-21",*,19,13,132,10.2,1,68.4,6.9,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,75,96.2,0,0.0,0,0.0
3,4.0,90.0,4.0,4.0,2020-10-04,LAC,@,TAM,"L, 31-38",*,11,8,62,7.8,0,72.7,5.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,94.3,0,0.0,0,0.0
4,5.0,91.0,5.0,5.0,2020-10-12,LAC,@,NOR,"L, 27-30 (OT)",*,2,2,29,14.5,1,100.0,14.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,12,16.9,0,0.0,0,0.0
5,6.0,92.0,6.0,7.0,2020-10-25,LAC,,JAX,"W, 39-29",,13,10,125,12.5,0,76.9,9.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,69,85.2,0,0.0,0,0.0
6,7.0,93.0,7.0,8.0,2020-11-01,LAC,@,DEN,"L, 30-31",*,12,9,67,7.4,1,75.0,5.6,0,0,0,,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,85,97.7,0,0.0,0,0.0
7,8.0,94.0,8.0,9.0,2020-11-08,LAC,,LVR,"L, 26-31",*,11,9,103,11.4,1,81.8,9.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,78,98.7,0,0.0,0,0.0
8,9.0,95.0,9.0,10.0,2020-11-15,LAC,@,MIA,"L, 21-29",*,7,3,39,13.0,1,42.9,5.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,85.9,0,0.0,0,0.0
9,10.0,96.0,10.0,11.0,2020-11-22,LAC,,NYJ,"W, 34-28",*,19,16,145,9.1,1,84.2,7.6,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,78,95.1,0,0.0,0,0.0
10,11.0,97.0,11.0,12.0,2020-11-29,LAC,@,BUF,"L, 17-27",*,10,4,40,10.0,1,40.0,4.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,78,94.0,0,0.0,0,0.0
11,12.0,98.0,12.0,13.0,2020-12-06,LAC,,NWE,"L, 0-45",*,11,5,48,9.6,0,45.5,4.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,86.1,0,0.0,0,0.0
12,13.0,99.0,13.0,14.0,2020-12-13,LAC,,ATL,"W, 20-17",*,11,9,52,5.8,1,81.8,4.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,57,78.1,0,0.0,0,0.0
13,14.0,100.0,14.0,15.0,2020-12-17,LAC,@,LVR,"W, 30-27 (OT)",*,3,1,17,17.0,0,33.3,5.7,1,-1,0,-1.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,24,36.4,0,0.0,0,0.0
14,14.0,,15.0,16.0,2020-12-27,LAC,,DEN,"W, 19-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2021-01-03,LAC,@,KAN,"W, 38-21",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
16,,,,,,,,,5-9,,147,100,992,9.9,8,68.0,6.7,1,-1,0,-1.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,3,2,0,0,0,0,874,83.6,0,0.0,0,0.0
