,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,71.0,1.0,1.0,2019-09-08,LAC,,IND,"W, 30-24 (OT)",*,10,8,123,15.4,1,80.0,12.3,0,0,0,,52,82.5,0,0.0,0,0.0
1,2.0,72.0,2.0,2.0,2019-09-15,LAC,@,DET,"L, 10-13",*,15,8,98,12.3,0,53.3,6.5,0,0,0,,59,90.8,0,0.0,0,0.0
2,3.0,73.0,3.0,3.0,2019-09-22,LAC,,HOU,"L, 20-27",*,17,13,183,14.1,2,76.5,10.8,1,3,0,3.0,67,90.5,0,0.0,0,0.0
3,4.0,74.0,4.0,4.0,2019-09-29,LAC,@,MIA,"W, 30-10",*,5,5,48,9.6,0,100.0,9.6,0,0,0,,56,83.6,0,0.0,0,0.0
4,5.0,75.0,5.0,5.0,2019-10-06,LAC,,DEN,"L, 13-20",*,6,4,18,4.5,0,66.7,3.0,0,0,0,,69,98.6,0,0.0,0,0.0
5,6.0,76.0,6.0,6.0,2019-10-13,LAC,,PIT,"L, 17-24",*,6,2,33,16.5,0,33.3,5.5,0,0,0,,60,96.8,0,0.0,0,0.0
6,7.0,77.0,7.0,7.0,2019-10-20,LAC,@,TEN,"L, 20-23",*,11,4,61,15.3,0,36.4,5.5,0,0,0,,59,93.7,0,0.0,0,0.0
7,8.0,78.0,8.0,8.0,2019-10-27,LAC,@,CHI,"W, 17-16",*,10,7,53,7.6,0,70.0,5.3,0,0,0,,31,68.9,0,0.0,0,0.0
8,9.0,79.0,9.0,9.0,2019-11-03,LAC,,GNB,"W, 26-11",*,4,3,40,13.3,0,75.0,10.0,0,0,0,,62,87.3,0,0.0,2,8.0
9,10.0,80.0,10.0,10.0,2019-11-07,LAC,@,OAK,"L, 24-26",*,11,8,68,8.5,0,72.7,6.2,1,18,0,18.0,64,85.3,0,0.0,0,0.0
10,11.0,81.0,11.0,11.0,2019-11-18,LAC,,KAN,"L, 17-24",*,12,8,71,8.9,1,66.7,5.9,0,0,0,,70,88.6,0,0.0,0,0.0
11,12.0,82.0,12.0,13.0,2019-12-01,LAC,@,DEN,"L, 20-23",*,6,6,68,11.3,1,100.0,11.3,0,0,0,,59,95.2,0,0.0,0,0.0
12,13.0,83.0,13.0,14.0,2019-12-08,LAC,@,JAX,"W, 45-10",*,6,5,83,16.6,0,83.3,13.8,0,0,0,,40,66.7,0,0.0,0,0.0
13,14.0,84.0,14.0,15.0,2019-12-15,LAC,,MIN,"L, 10-39",*,10,9,99,11.0,0,90.0,9.9,0,0,0,,58,93.5,0,0.0,0,0.0
14,15.0,85.0,15.0,16.0,2019-12-22,LAC,,OAK,"L, 17-24",*,10,5,71,14.2,0,50.0,7.1,1,-5,0,-5.0,53,86.9,0,0.0,0,0.0
15,16.0,86.0,16.0,17.0,2019-12-29,LAC,@,KAN,"L, 21-31",*,10,9,82,9.1,1,90.0,8.2,0,0,0,,72,93.5,0,0.0,0,0.0
16,,,,,,,,,5-11,,149,104,1199,11.5,6,69.8,8.0,3,16,0,5.3,931,88.2,0,0.0,2,0.5
