,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,117.0,1.0,1.0,2022-09-11,LAC,,LVR,"W, 24-19",*,4,4,66,16.5,0,100.0,16.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,32.8,0,0.0,0,0.0
1,1.0,,2.0,2.0,2022-09-15,LAC,@,KAN,"L, 24-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2022-09-25,LAC,,JAX,"L, 10-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2022-10-02,LAC,@,HOU,"W, 34-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2022-10-09,LAC,@,CLE,"W, 30-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1.0,,6.0,6.0,2022-10-17,LAC,,DEN,"W, 19-16 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2.0,118.0,7.0,7.0,2022-10-23,LAC,,SEA,"L, 23-37",*,2,2,11,5.5,0,100.0,5.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,32.4,0,0.0,0,0.0
7,2.0,,8.0,9.0,2022-11-06,LAC,@,ATL,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2.0,,9.0,10.0,2022-11-13,LAC,@,SFO,"L, 16-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,3.0,119.0,10.0,11.0,2022-11-20,LAC,,KAN,"L, 27-30",*,8,5,94,18.8,0,62.5,11.8,0,0,0,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,44,67.7,0,0.0,0,0.0
10,4.0,120.0,11.0,12.0,2022-11-27,LAC,@,ARI,"W, 25-24",*,7,5,49,9.8,1,71.4,7.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,89.4,0,0.0,0,0.0
11,5.0,121.0,12.0,13.0,2022-12-04,LAC,@,LVR,"L, 20-27",*,14,6,88,14.7,1,42.9,6.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,72,96.0,0,0.0,0,0.0
12,6.0,122.0,13.0,14.0,2022-12-11,LAC,,MIA,"W, 23-17",*,14,12,92,7.7,0,85.7,6.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,86.3,0,0.0,1,3.4
13,7.0,123.0,14.0,15.0,2022-12-18,LAC,,TEN,"W, 17-14",*,9,8,86,10.8,0,88.9,9.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,88.7,0,0.0,0,0.0
14,8.0,124.0,15.0,16.0,2022-12-26,LAC,@,IND,"W, 20-3",*,14,11,104,9.5,0,78.6,7.4,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,57,83.8,0,0.0,0,0.0
15,9.0,125.0,16.0,17.0,2023-01-01,LAC,,LAR,"W, 31-10",*,6,5,60,12.0,0,83.3,10.0,1,8,0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,84.4,0,0.0,0,0.0
16,10.0,126.0,17.0,18.0,2023-01-08,LAC,@,DEN,"L, 28-31",*,11,8,102,12.8,2,72.7,9.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,76.5,0,0.0,0,0.0
17,,,,,,,,,6-4,,89,66,752,11.4,4,74.2,8.4,1,8,0,8.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,515,74.1,0,0.0,1,0.4
