,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,29.0,1.0,1.0,2021-09-12,BUF,,PIT,"L, 16-23",,11,72,0,6.5,5,3,8,2.7,0,60.0,1.6,0.0,0,0,0,0,0,0,2,0,0,0,0,0,64,75.3,0,0.0,0,0.0
1,2.0,30.0,2.0,2.0,2021-09-19,BUF,@,MIA,"W, 35-0",*,13,82,1,6.3,3,2,9,4.5,0,66.7,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,43,66.2,0,0.0,0,0.0
2,3.0,31.0,3.0,3.0,2021-09-26,BUF,,WAS,"W, 43-21",*,11,26,0,2.4,2,1,0,0.0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,43.0,0,0.0,0,0.0
3,4.0,32.0,4.0,4.0,2021-10-03,BUF,,HOU,"W, 40-0",*,14,79,0,5.6,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,32,44.4,0,0.0,0,0.0
4,5.0,33.0,5.0,5.0,2021-10-10,BUF,@,KAN,"W, 38-20",*,6,25,0,4.2,2,1,-2,-2.0,0,50.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,26.3,0,0.0,0,0.0
5,6.0,34.0,6.0,6.0,2021-10-18,BUF,@,TEN,"L, 31-34",*,5,27,0,5.4,5,5,16,3.2,0,100.0,3.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,45.5,0,0.0,0,0.0
6,7.0,35.0,7.0,8.0,2021-10-31,BUF,,MIA,"W, 26-11",*,7,28,0,4.0,1,1,1,1.0,0,100.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,34.2,0,0.0,0,0.0
7,8.0,36.0,8.0,9.0,2021-11-07,BUF,@,JAX,"L, 6-9",*,6,16,0,2.7,8,7,43,6.1,0,87.5,5.4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,48,71.6,0,0.0,0,0.0
8,9.0,37.0,9.0,10.0,2021-11-14,BUF,@,NYJ,"W, 45-17",*,7,43,1,6.1,1,1,6,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,1,0,0,1,5,0,22,37.9,0,0.0,0,0.0
9,10.0,38.0,10.0,11.0,2021-11-21,BUF,,IND,"L, 15-41",*,3,17,0,5.7,4,3,26,8.7,0,75.0,6.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,21,37.5,0,0.0,0,0.0
10,11.0,39.0,11.0,12.0,2021-11-25,BUF,@,NOR,"W, 31-6",*,15,44,0,2.9,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,68.2,0,0.0,0,0.0
11,12.0,40.0,12.0,13.0,2021-12-06,BUF,,NWE,"L, 10-14",*,10,36,0,3.6,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,48.3,0,0.0,0,0.0
12,13.0,41.0,13.0,14.0,2021-12-12,BUF,@,TAM,"L, 27-33 (OT)",*,4,52,0,13.0,7,6,37,6.2,0,85.7,5.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,82.1,0,0.0,0,0.0
13,14.0,42.0,14.0,15.0,2021-12-19,BUF,,CAR,"W, 31-14",*,22,86,1,3.9,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
14,15.0,43.0,15.0,16.0,2021-12-26,BUF,@,NWE,"W, 33-21",*,12,39,1,3.3,6,5,39,7.8,0,83.3,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,68.4,0,0.0,0,0.0
15,16.0,44.0,16.0,17.0,2022-01-02,BUF,,ATL,"W, 29-15",*,23,110,2,4.8,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,80.3,0,0.0,0,0.0
16,17.0,45.0,17.0,18.0,2022-01-09,BUF,,NYJ,"W, 27-10",*,19,88,1,4.6,2,2,24,12.0,1,100.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,75.6,0,0.0,0,0.0
17,,,,,,,,,11-6,,188,870,7,4.6,50,40,228,5.7,1,80.0,4.6,0.0,1,1,0,0,0,0,5,0,0,2,5,0,718,59.9,0,0.0,0,0.0
