,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,29.0,1.0,1.0,2021-09-12,PHI,@,ATL,"W, 32-6",*,15,74,0,4.9,5,4,39,9.8,0,80.0,7.8,0,0,0,0,0,0,47,66.2,0,0.0,0,0.0
1,2.0,30.0,2.0,2.0,2021-09-19,PHI,,SFO,"L, 11-17",*,13,55,0,4.2,2,1,4,4.0,0,50.0,2.0,0,0,0,0,0,0,39,67.2,0,0.0,0,0.0
2,3.0,31.0,3.0,3.0,2021-09-27,PHI,@,DAL,"L, 21-41",*,2,27,0,13.5,4,3,28,9.3,0,75.0,7.0,0,0,0,0,0,0,35,60.3,0,0.0,0,0.0
3,4.0,32.0,4.0,4.0,2021-10-03,PHI,,KAN,"L, 30-42",*,7,13,0,1.9,3,3,34,11.3,0,100.0,11.3,0,0,0,0,0,0,47,63.5,0,0.0,0,0.0
4,5.0,33.0,5.0,5.0,2021-10-10,PHI,@,CAR,"W, 21-18",*,11,45,0,4.1,5,5,6,1.2,0,100.0,1.2,0,0,0,0,0,0,50,74.6,0,0.0,0,0.0
5,6.0,34.0,6.0,6.0,2021-10-14,PHI,,TAM,"L, 22-28",*,9,56,0,6.2,4,2,10,5.0,0,50.0,2.5,0,0,0,0,0,0,43,82.7,0,0.0,0,0.0
6,7.0,35.0,7.0,7.0,2021-10-24,PHI,@,LVR,"L, 22-33",*,6,30,0,5.0,1,1,-3,-3.0,0,100.0,-3.0,0,0,0,0,0,0,12,17.4,0,0.0,0,0.0
7,7.0,,8.0,8.0,2021-10-31,PHI,@,DET,"W, 44-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,7.0,,9.0,9.0,2021-11-07,PHI,,LAC,"L, 24-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,7.0,,10.0,10.0,2021-11-14,PHI,@,DEN,"W, 30-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,8.0,36.0,11.0,11.0,2021-11-21,PHI,,NOR,"W, 40-29",*,16,94,0,5.9,1,0,0,,0,0.0,0.0,1,1,0,0,0,0,36,46.2,0,0.0,0,0.0
11,9.0,37.0,12.0,12.0,2021-11-28,PHI,@,NYG,"L, 7-13",*,9,64,0,7.1,1,1,0,0.0,0,100.0,0.0,0,0,0,0,0,0,22,32.8,0,0.0,0,0.0
12,10.0,38.0,13.0,13.0,2021-12-05,PHI,@,NYJ,"W, 33-18",*,24,120,0,5.0,3,3,22,7.3,0,100.0,7.3,0,0,0,0,0,0,41,57.7,0,0.0,0,0.0
13,11.0,39.0,14.0,15.0,2021-12-21,PHI,,WAS,"W, 27-17",*,18,131,0,7.3,2,2,15,7.5,0,100.0,7.5,0,0,0,0,0,0,35,49.3,0,0.0,0,0.0
14,12.0,40.0,15.0,16.0,2021-12-26,PHI,,NYG,"W, 34-10",*,7,45,0,6.4,3,1,3,3.0,0,33.3,1.0,0,0,0,0,0,0,19,30.2,0,0.0,0,0.0
15,12.0,,16.0,17.0,2022-01-02,PHI,@,WAS,"W, 20-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,12.0,,17.0,18.0,2022-01-08,PHI,,DAL,"L, 26-51",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,6-6,,137,754,0,5.5,34,26,158,6.1,0,76.5,4.6,1,1,0,0,0,0,426,53.3,0,0.0,0,0.0
