,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,PHI,,WAS,"W, 32-27",,11,25,0,2.3,2,1,2,2.0,0,50.0,1.0,0,0,0,,0,0,0,0,0,0,36,48.6,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2019-09-15,PHI,@,ATL,"L, 20-24",*,10,28,0,2.8,4,3,9,3.0,0,75.0,2.3,2,52,0,26.0,0,0,0,0,0,0,34,42.0,0,0.0,2,8.3
2,3.0,3.0,3.0,3.0,2019-09-22,PHI,,DET,"L, 24-27",*,13,53,0,4.1,4,2,73,36.5,0,50.0,18.3,3,54,0,18.0,2,1,0,0,0,0,25,33.8,0,0.0,7,23.3
3,4.0,4.0,4.0,4.0,2019-09-26,PHI,@,GNB,"W, 34-27",*,11,72,0,6.5,0,0,0,,0,,,2,77,0,38.5,0,0,0,0,0,0,22,35.5,0,0.0,6,22.2
4,5.0,5.0,5.0,5.0,2019-10-06,PHI,,NYJ,"W, 31-6",*,9,15,0,1.7,5,4,49,12.3,0,80.0,9.8,1,24,0,24.0,0,0,0,0,0,0,28,42.4,0,0.0,2,7.4
5,6.0,6.0,6.0,6.0,2019-10-13,PHI,@,MIN,"L, 20-38",,3,6,0,2.0,3,3,86,28.7,1,100.0,28.7,1,15,0,15.0,0,0,0,0,0,0,19,29.7,0,0.0,7,24.1
6,7.0,7.0,7.0,7.0,2019-10-20,PHI,@,DAL,"L, 10-37",,6,21,0,3.5,3,3,11,3.7,0,100.0,3.7,2,37,0,18.5,0,0,0,0,0,0,32,53.3,0,0.0,7,28.0
7,8.0,8.0,8.0,8.0,2019-10-27,PHI,@,BUF,"W, 31-13",,3,74,1,24.7,3,3,44,14.7,0,100.0,14.7,1,24,0,24.0,0,0,0,0,0,0,13,17.8,0,0.0,3,11.5
8,9.0,9.0,9.0,9.0,2019-11-03,PHI,,CHI,"W, 22-14",,10,42,0,4.2,3,3,31,10.3,0,100.0,10.3,2,31,0,15.5,0,0,0,0,0,0,32,38.1,0,0.0,3,10.3
9,10.0,10.0,10.0,11.0,2019-11-17,PHI,,NWE,"L, 10-17",*,11,38,0,3.5,4,2,9,4.5,0,50.0,2.3,0,0,0,,0,0,0,0,0,0,61,84.7,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2019-11-24,PHI,,SEA,"L, 9-17",*,12,63,0,5.3,5,3,23,7.7,0,60.0,4.6,0,0,0,,0,0,0,0,0,0,63,85.1,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2019-12-01,PHI,@,MIA,"L, 31-37",*,17,83,0,4.9,5,5,22,4.4,1,100.0,4.4,0,0,0,,0,0,0,0,0,0,61,88.4,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2019-12-09,PHI,,NYG,"W, 23-17 (OT)",*,15,45,0,3.0,5,4,24,6.0,0,80.0,4.8,0,0,0,,0,0,0,0,0,0,50,56.8,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2019-12-15,PHI,@,WAS,"W, 37-27",*,19,122,1,6.4,6,6,50,8.3,1,100.0,8.3,0,0,0,,0,0,0,0,0,0,55,71.4,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2019-12-22,PHI,,DAL,"W, 17-9",*,20,79,1,4.0,6,5,77,15.4,0,83.3,12.8,0,0,0,,0,0,0,0,0,0,59,81.9,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2019-12-29,PHI,@,NYG,"W, 34-17",*,9,52,0,5.8,5,3,-1,-0.3,0,60.0,-0.2,0,0,0,,0,0,0,0,0,0,23,31.1,0,0.0,0,0.0
16,,,,,,,,,9-7,,179,818,3,4.6,63,50,509,10.2,3,79.4,8.1,14,314,0,22.4,2,1,0,0,0,0,613,52.7,0,0.0,37,8.2
