,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,94.0,1.0,1.0,2021-09-09,DAL,@,TAM,"L, 29-31",*,17,13,139,10.7,2,76.5,8.2,0,0,0,0,0,0,74,88.1,0,0.0,0,0.0
1,2.0,95.0,2.0,2.0,2021-09-19,DAL,@,LAC,"W, 20-17",*,5,3,24,8.0,0,60.0,4.8,0,0,0,0,0,0,60,96.8,0,0.0,0,0.0
2,3.0,96.0,3.0,3.0,2021-09-27,DAL,,PHI,"W, 41-21",*,4,3,26,8.7,0,75.0,6.5,0,0,0,0,0,0,65,85.5,0,0.0,0,0.0
3,4.0,97.0,4.0,4.0,2021-10-03,DAL,,CAR,"W, 36-28",*,3,3,69,23.0,1,100.0,23.0,0,0,0,0,0,0,29,47.5,0,0.0,0,0.0
4,5.0,98.0,5.0,5.0,2021-10-10,DAL,,NYG,"W, 44-20",*,6,3,60,20.0,1,50.0,10.0,0,0,0,0,0,0,57,73.1,0,0.0,0,0.0
5,6.0,99.0,6.0,6.0,2021-10-17,DAL,@,NWE,"W, 35-29 (OT)",*,8,5,55,11.0,0,62.5,6.9,0,0,0,0,0,0,78,87.6,0,0.0,0,0.0
6,7.0,100.0,7.0,8.0,2021-10-31,DAL,@,MIN,"W, 20-16",*,13,8,122,15.3,1,61.5,9.4,1,0,0,0,0,0,63,86.3,0,0.0,0,0.0
7,8.0,101.0,8.0,9.0,2021-11-07,DAL,,DEN,"L, 16-30",*,5,2,37,18.5,0,40.0,7.4,0,0,0,0,0,0,36,58.1,0,0.0,0,0.0
8,9.0,102.0,9.0,10.0,2021-11-14,DAL,,ATL,"W, 43-3",*,4,4,51,12.8,0,100.0,12.8,0,0,0,0,0,0,51,66.2,0,0.0,0,0.0
9,9.0,,10.0,11.0,2021-11-21,DAL,@,KAN,"L, 9-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,9.0,,11.0,12.0,2021-11-25,DAL,,LVR,"L, 33-36 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,10.0,103.0,12.0,13.0,2021-12-02,DAL,@,NOR,"W, 27-17",,2,2,41,20.5,0,100.0,20.5,0,0,0,0,0,0,24,34.3,0,0.0,0,0.0
12,11.0,104.0,13.0,14.0,2021-12-12,DAL,@,WAS,"W, 27-20",*,7,5,51,10.2,1,71.4,7.3,0,0,0,0,0,0,75,88.2,0,0.0,0,0.0
13,12.0,105.0,14.0,15.0,2021-12-19,DAL,@,NYG,"W, 21-6",*,5,2,8,4.0,0,40.0,1.6,0,0,0,0,0,0,66,93.0,0,0.0,0,0.0
14,13.0,106.0,15.0,16.0,2021-12-26,DAL,,WAS,"W, 56-14",*,11,7,85,12.1,1,63.6,7.7,0,0,0,1,-6,0,52,71.2,0,0.0,0,0.0
15,14.0,107.0,16.0,17.0,2022-01-02,DAL,,ARI,"L, 22-25",*,7,3,18,6.0,1,42.9,2.6,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
16,15.0,108.0,17.0,18.0,2022-01-08,DAL,@,PHI,"W, 51-26",*,7,5,79,15.8,0,71.4,11.3,0,0,0,0,0,0,46,74.2,0,0.0,0,0.0
17,,,,,,,,,12-3,,104,68,865,12.7,8,65.4,8.3,1,0,0,1,-6,0,834,76.7,0,0.0,0,0.0
