,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,78.0,1.0,1.0,2020-09-13,DAL,@,LAR,"L, 17-20",*,14,10,81,8.1,0,71.4,5.8,0,0,0,,68,94.4,0,0.0,0,0.0
1,2.0,79.0,2.0,2.0,2020-09-20,DAL,,ATL,"W, 40-39",*,9,6,100,16.7,0,66.7,11.1,0,0,0,,75,91.5,0,0.0,0,0.0
2,3.0,80.0,3.0,3.0,2020-09-27,DAL,@,SEA,"L, 31-38",*,12,9,86,9.6,0,75.0,7.2,0,0,0,,65,79.3,0,0.0,0,0.0
3,4.0,81.0,4.0,4.0,2020-10-04,DAL,,CLE,"L, 38-49",*,16,12,134,11.2,1,75.0,8.4,0,0,0,,63,76.8,0,0.0,0,0.0
4,5.0,82.0,5.0,5.0,2020-10-11,DAL,,NYG,"W, 37-34",*,4,2,23,11.5,0,50.0,5.8,1,-2,0,-2.0,42,63.6,0,0.0,0,0.0
5,6.0,83.0,6.0,6.0,2020-10-19,DAL,,ARI,"L, 10-38",*,10,7,79,11.3,1,70.0,7.9,0,0,0,,79,88.8,0,0.0,0,0.0
6,7.0,84.0,7.0,7.0,2020-10-25,DAL,@,WAS,"L, 3-25",,7,7,80,11.4,0,100.0,11.4,1,5,0,5.0,42,73.7,0,0.0,0,0.0
7,8.0,85.0,8.0,8.0,2020-11-01,DAL,@,PHI,"L, 9-23",*,5,1,5,5.0,0,20.0,1.0,0,0,0,,59,74.7,0,0.0,0,0.0
8,9.0,86.0,9.0,9.0,2020-11-08,DAL,,PIT,"L, 19-24",*,6,5,67,13.4,0,83.3,11.2,1,8,0,8.0,59,81.9,0,0.0,0,0.0
9,10.0,87.0,10.0,11.0,2020-11-22,DAL,@,MIN,"W, 31-28",*,7,6,81,13.5,0,85.7,11.6,0,0,0,,54,81.8,0,0.0,0,0.0
10,11.0,88.0,11.0,12.0,2020-11-26,DAL,,WAS,"L, 16-41",*,8,6,112,18.7,1,75.0,14.0,0,0,0,,50,84.7,0,0.0,0,0.0
11,12.0,89.0,12.0,13.0,2020-12-08,DAL,@,BAL,"L, 17-34",*,9,5,43,8.6,1,55.6,4.8,1,10,0,10.0,69,87.3,0,0.0,0,0.0
12,13.0,90.0,13.0,14.0,2020-12-13,DAL,@,CIN,"W, 30-7",*,5,4,51,12.8,1,80.0,10.2,0,0,0,,42,82.4,0,0.0,0,0.0
13,14.0,91.0,14.0,15.0,2020-12-20,DAL,,SFO,"W, 41-33",*,3,2,10,5.0,0,66.7,3.3,2,-7,0,-3.5,45,77.6,0,0.0,1,2.6
14,15.0,92.0,15.0,16.0,2020-12-27,DAL,,PHI,"W, 37-17",*,6,4,121,30.3,0,66.7,20.2,0,0,0,,51,72.9,0,0.0,0,0.0
15,16.0,93.0,16.0,17.0,2021-01-03,DAL,@,NYG,"L, 19-23",*,9,6,41,6.8,0,66.7,4.6,0,0,0,,81,97.6,0,0.0,0,0.0
16,,,,,,,,,6-10,,130,92,1114,12.1,5,70.8,8.6,6,14,0,2.3,944,82.3,0,0.0,1,0.2
