,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,95.0,1.0,1.0,2020-09-13,LAR,,DAL,"W, 20-17",*,1.0,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,83.3,4,15.4
1,2.0,96.0,2.0,2.0,2020-09-20,LAR,@,PHI,"W, 37-19",*,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,84.5,4,16.0
2,3.0,97.0,3.0,3.0,2020-09-27,LAR,@,BUF,"L, 32-35",*,2.0,6,5,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0.0,54,87.1,5,20.8
3,4.0,98.0,4.0,4.0,2020-10-04,LAR,,NYG,"W, 17-9",*,0.5,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,85.3,5,21.7
4,5.0,99.0,5.0,5.0,2020-10-11,LAR,@,WAS,"W, 30-10",*,4.0,4,4,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0.0,44,81.5,2,6.5
5,6.0,100.0,6.0,6.0,2020-10-18,LAR,@,SFO,"L, 16-24",*,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,86.3,4,14.8
6,7.0,101.0,7.0,7.0,2020-10-26,LAR,,CHI,"W, 24-10",*,0.5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,88.9,2,8.0
7,8.0,102.0,8.0,8.0,2020-11-01,LAR,@,MIA,"L, 17-28",*,1.0,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,44,89.8,7,21.2
8,9.0,103.0,9.0,10.0,2020-11-15,LAR,,SEA,"W, 23-16",*,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,68.7,0,0.0
9,10.0,104.0,10.0,11.0,2020-11-23,LAR,@,TAM,"W, 27-24",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,89.9,0,0.0
10,11.0,105.0,11.0,12.0,2020-11-29,LAR,,SFO,"L, 20-23",*,1.0,5,4,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0.0,61,84.7,2,5.7
11,12.0,106.0,12.0,13.0,2020-12-06,LAR,@,ARI,"W, 38-28",*,1.0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,85.9,1,3.3
12,13.0,107.0,13.0,14.0,2020-12-10,LAR,,NWE,"W, 24-3",*,1.5,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,74.6,0,0.0
13,14.0,108.0,14.0,15.0,2020-12-20,LAR,,NYJ,"L, 20-23",*,0.0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,90.8,0,0.0
14,15.0,109.0,15.0,16.0,2020-12-27,LAR,@,SEA,"L, 9-20",*,1.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,92.1,0,0.0
15,16.0,110.0,16.0,17.0,2021-01-03,LAR,,ARI,"W, 18-7",*,0.0,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,77.4,0,0.0
16,,,,,,,,,10-6,,13.5,45,27,18,14,28,0,0,0,0,1,0,0,4,1,0,0,0,0.0,865,84.5,36,8.2
