,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,49.0,2.0,2.0,2017-09-17,LAR,,WAS,"L, 20-27",*,0.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,67.6,7,22.6
1,2.0,50.0,3.0,3.0,2017-09-21,LAR,@,SFO,"W, 41-39",*,1.0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,86.1,7,20.6
2,3.0,51.0,4.0,4.0,2017-10-01,LAR,@,DAL,"W, 35-30",*,0.0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,59,83.1,5,15.2
3,4.0,52.0,5.0,5.0,2017-10-08,LAR,,SEA,"L, 10-16",*,0.0,5,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53,77.9,5,21.7
4,5.0,53.0,6.0,6.0,2017-10-15,LAR,@,JAX,"W, 27-17",*,1.0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0.0,61,88.4,7,19.4
5,6.0,54.0,7.0,7.0,2017-10-22,LAR,,ARI,"W, 33-0",*,1.0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,82.0,3,12.5
6,7.0,55.0,8.0,9.0,2017-11-05,LAR,@,NYG,"W, 51-17",*,1.0,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,46,67.6,3,8.8
7,8.0,56.0,9.0,10.0,2017-11-12,LAR,,HOU,"W, 33-7",*,1.0,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,53,75.7,5,16.1
8,9.0,57.0,10.0,11.0,2017-11-19,LAR,@,MIN,"L, 7-24",*,0.0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,70,89.7,6,26.1
9,10.0,58.0,11.0,12.0,2017-11-26,LAR,,NOR,"W, 26-20",*,1.0,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,91.2,4,12.1
10,11.0,59.0,12.0,13.0,2017-12-03,LAR,@,ARI,"W, 32-16",*,2.0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54,84.4,4,12.9
11,12.0,60.0,13.0,14.0,2017-12-10,LAR,,PHI,"L, 35-43",*,0.0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,82,89.1,8,22.2
12,13.0,61.0,14.0,15.0,2017-12-17,LAR,@,SEA,"W, 42-7",*,3.0,5,4,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.0,38,69.1,1,3.0
13,14.0,62.0,15.0,16.0,2017-12-24,LAR,@,TEN,"W, 27-23",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,65,95.6,7,22.6
14,14.0,,16.0,17.0,2017-12-31,LAR,,SFO,"L, 13-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,,,,,,,,,10-4,,11.0,41,32,9,15,27,0,0,0,0,1,0,0,5,1,0,0,0,0.0,790,82.3,72,16.6
