,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2018-09-10,LAR,@,OAK,"W, 33-13",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,88.6,4,13.3
1,2.0,64.0,2.0,2.0,2018-09-16,LAR,,ARI,"W, 34-0",*,0.0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30,66.7,0,0.0
2,3.0,65.0,3.0,3.0,2018-09-23,LAR,,LAC,"W, 35-23",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,92.3,4,16.0
3,4.0,66.0,4.0,4.0,2018-09-27,LAR,,MIN,"W, 38-31",*,2.0,5,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71,95.9,5,15.2
4,5.0,67.0,5.0,5.0,2018-10-07,LAR,@,SEA,"W, 33-31",*,1.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,96.7,7,23.3
5,6.0,68.0,6.0,6.0,2018-10-14,LAR,@,DEN,"W, 23-20",*,1.0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,90.9,5,17.9
6,7.0,69.0,7.0,7.0,2018-10-21,LAR,@,SFO,"W, 39-10",*,4.0,9,8,1,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0.0,47,79.7,3,10.0
7,8.0,70.0,8.0,8.0,2018-10-28,LAR,,GNB,"W, 29-27",*,2.0,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,92.3,5,14.7
8,9.0,71.0,9.0,9.0,2018-11-04,LAR,@,NOR,"L, 35-45",*,0.0,1,1,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0.0,71,100.0,8,25.8
9,10.0,72.0,10.0,10.0,2018-11-11,LAR,,SEA,"W, 36-31",*,2.5,4,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,80.9,5,16.7
10,11.0,73.0,11.0,11.0,2018-11-19,LAR,,KAN,"W, 54-51",*,2.0,4,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0.0,67,93.1,8,18.6
11,12.0,74.0,12.0,13.0,2018-12-02,LAR,@,DET,"W, 30-16",*,2.0,6,5,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0.0,63,87.5,4,12.9
12,13.0,75.0,13.0,14.0,2018-12-09,LAR,@,CHI,"L, 6-15",*,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,95.8,6,25.0
13,14.0,76.0,14.0,15.0,2018-12-16,LAR,,PHI,"L, 23-30",*,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,64,100.0,7,22.6
14,15.0,77.0,15.0,16.0,2018-12-23,LAR,@,ARI,"W, 31-9",*,3.0,7,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,96.2,5,19.2
15,16.0,78.0,16.0,17.0,2018-12-30,LAR,,SFO,"W, 48-32",*,1.0,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,82.3,5,16.1
16,,,,,,,,,13-3,,20.5,59,41,18,25,41,0,0,0,0,1,0,0,4,2,0,0,0,0.0,914,90.4,81,17.1
