,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,139.0,1.0,1.0,2023-09-10,LAR,@,SEA,"W, 30-13",*,0.5,4,2,2,0,1,0,0,0,0,0,0,0.0,42,82.4,0,0.0
1,2.0,140.0,2.0,2.0,2023-09-17,LAR,,SFO,"L, 23-30",*,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,54,94.7,1,3.6
2,3.0,141.0,3.0,3.0,2023-09-25,LAR,@,CIN,"L, 16-19",*,1.0,7,5,2,2,2,0,0,0,0,0,0,0.0,63,81.8,0,0.0
3,4.0,142.0,4.0,4.0,2023-10-01,LAR,@,IND,"W, 29-23 (OT)",*,1.0,5,3,2,3,2,0,0,0,0,0,0,0.0,52,81.3,0,0.0
4,5.0,143.0,5.0,5.0,2023-10-08,LAR,,PHI,"L, 14-23",*,0.0,4,1,3,0,0,0,0,0,0,0,0,0.0,61,77.2,1,5.0
5,6.0,144.0,6.0,6.0,2023-10-15,LAR,,ARI,"W, 26-9",*,0.0,5,3,2,3,2,0,0,0,0,0,0,0.0,61,80.3,0,0.0
6,7.0,145.0,7.0,7.0,2023-10-22,LAR,,PIT,"L, 17-24",*,0.0,4,0,4,0,2,0,0,0,0,0,0,0.0,51,86.4,1,3.8
7,8.0,146.0,8.0,8.0,2023-10-29,LAR,@,DAL,"L, 20-43",*,2.0,4,3,1,2,2,0,0,0,0,0,0,0.0,43,66.2,0,0.0
8,9.0,147.0,9.0,9.0,2023-11-05,LAR,@,GNB,"L, 3-20",*,1.0,4,2,2,1,1,0,0,0,0,0,0,0.0,56,77.8,0,0.0
9,10.0,148.0,10.0,11.0,2023-11-19,LAR,,SEA,"W, 17-16",*,0.0,1,1,0,1,3,0,0,0,0,1,0,0.0,58,89.2,0,0.0
10,11.0,149.0,11.0,12.0,2023-11-26,LAR,@,ARI,"W, 37-14",*,0.0,0,0,0,0,2,0,0,0,0,0,0,0.0,42,59.2,0,0.0
11,12.0,150.0,12.0,13.0,2023-12-03,LAR,,CLE,"W, 36-19",*,0.5,5,2,3,1,3,0,0,0,0,0,0,0.0,65,91.5,2,6.1
12,13.0,151.0,13.0,14.0,2023-12-10,LAR,@,BAL,"L, 31-37 (OT)",*,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,63,87.5,2,5.4
13,14.0,152.0,14.0,15.0,2023-12-17,LAR,,WAS,"W, 28-20",*,0.0,3,1,2,0,0,0,0,0,0,0,0,0.0,39,65.0,0,0.0
14,15.0,153.0,15.0,16.0,2023-12-21,LAR,,NOR,"W, 30-22",*,0.0,2,2,0,1,0,0,0,0,0,0,0,0.0,53,88.3,0,0.0
15,16.0,154.0,16.0,17.0,2023-12-31,LAR,@,NYG,"W, 26-25",*,2.0,5,3,2,2,2,0,0,0,0,1,0,0.0,64,86.5,0,0.0
16,16.0,,17.0,18.0,2024-01-07,LAR,@,SFO,"W, 21-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,9-7,,8.0,53,28,25,16,23,0,0,0,0,3,0,0.0,867,80.8,7,1.6
