,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,14.0,15,2016-12-18,ATL,,SFO,"W, 41-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks,Player went from Atlanta Falcons to Seattle Seahawks
2,,,15.0,16,2016-12-24,SEA,,ARI,"L, 31-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,1.0,16.0,17,2017-01-01,SEA,@,SFO,"W, 25-23",,2,2,16,8.0,0,100.0,8.0,1,2,0,2.0,1,22,0,22.0,7,10.9,0,0.0,3,9.4
4,,,,,,,,,1-0,,2,2,16,8.0,0,100.0,8.0,1,2,0,2.0,1,22,0,22.0,7,10.9,0,0.0,3,9.4
