,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,26.0,1.0,1.0,2020-09-13,ARI,@,SFO,"W, 24-20",*,5,1,0,0.0,0,20.0,0.0,0,0,0,,0,0,0,,2,8,0,4.0,0,0,0,0,0,0,63,76.8,0,0.0,5,17.9
1,2.0,27.0,2.0,2.0,2020-09-20,ARI,,WAS,"W, 30-15",*,4,2,57,28.5,0,50.0,14.3,1,3,0,3.0,0,0,0,,1,4,0,4.0,0,0,0,0,0,0,47,61.0,0,0.0,1,3.6
2,2.0,,3.0,3.0,2020-09-27,ARI,,DET,"L, 23-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,28.0,4.0,4.0,2020-10-04,ARI,@,CAR,"L, 21-31",*,5,3,19,6.3,1,60.0,3.8,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,36,63.2,0,0.0,0,0.0
4,4.0,29.0,5.0,5.0,2020-10-11,ARI,@,NYJ,"W, 30-10",*,7,5,78,15.6,0,71.4,11.1,0,0,0,,0,0,0,,3,8,0,2.7,1,0,0,0,0,0,44,57.9,0,0.0,6,24.0
5,5.0,30.0,6.0,6.0,2020-10-19,ARI,@,DAL,"W, 38-10",*,3,2,86,43.0,2,66.7,28.7,0,0,0,,0,0,0,,1,-1,0,-1.0,0,0,0,0,0,0,50,80.6,0,0.0,4,14.8
6,6.0,31.0,7.0,7.0,2020-10-25,ARI,,SEA,"W, 37-34 (OT)",*,8,5,37,7.4,2,62.5,4.6,0,0,0,,0,0,0,,1,10,0,10.0,0,0,0,0,0,0,66,78.6,0,0.0,3,9.1
7,7.0,32.0,8.0,9.0,2020-11-08,ARI,,MIA,"L, 31-34",,8,5,123,24.6,1,62.5,15.4,0,0,0,,0,0,0,,1,-4,0,-4.0,0,0,0,0,0,0,44,63.8,0,0.0,3,10.7
8,8.0,33.0,9.0,10.0,2020-11-15,ARI,,BUF,"W, 32-30",*,6,4,27,6.8,0,66.7,4.5,0,0,0,,0,0,0,,2,15,0,7.5,0,0,0,0,0,0,54,74.0,0,0.0,5,14.7
9,9.0,34.0,10.0,11.0,2020-11-19,ARI,@,SEA,"L, 21-28",*,6,4,50,12.5,0,66.7,8.3,0,0,0,,0,0,0,,2,8,0,4.0,0,0,0,0,0,0,61,91.0,0,0.0,4,15.4
10,10.0,35.0,11.0,12.0,2020-11-29,ARI,@,NWE,"L, 17-20",,6,3,19,6.3,0,50.0,3.2,1,0,0,0.0,0,0,0,,1,7,0,7.0,0,0,0,0,0,0,64,86.5,0,0.0,3,13.6
11,11.0,36.0,12.0,13.0,2020-12-06,ARI,,LAR,"L, 28-38",*,3,1,2,2.0,0,33.3,0.7,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,60,93.8,0,0.0,1,3.3
12,12.0,37.0,13.0,14.0,2020-12-13,ARI,@,NYG,"W, 26-7",*,4,3,14,4.7,0,75.0,3.5,0,0,0,,0,0,0,,6,77,0,12.8,0,0,0,0,0,0,66,83.5,0,0.0,8,27.6
13,13.0,38.0,14.0,15.0,2020-12-20,ARI,,PHI,"W, 33-26",,4,3,33,11.0,0,75.0,8.3,0,0,0,,1,20,0,20.0,2,0,0,0.0,0,0,0,0,0,0,58,85.3,0,0.0,7,23.3
14,14.0,39.0,15.0,16.0,2020-12-26,ARI,,SFO,"L, 12-20",,10,7,76,10.9,0,70.0,7.6,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,68,82.9,0,0.0,5,20.8
15,14.0,,16.0,17.0,2021-01-03,ARI,@,LAR,"L, 7-18",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
16,,,,,,,,,8-6,,79,48,621,12.9,6,60.8,7.9,2,3,0,1.5,1,20,0,20.0,22,132,0,6.0,1,0,0,0,0,0,781,77.0,0,0.0,55,14.1
