,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2021-09-12,JAX,@,HOU,"L, 21-37",*,5,25,0,5.0,6,3,29,9.7,0,50.0,4.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,47,63.5,0,0.0,0,0.0
1,2.0,16.0,2.0,2.0,2021-09-19,JAX,,DEN,"L, 13-23",*,11,47,0,4.3,3,3,17,5.7,0,100.0,5.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,73.2,0,0.0,0,0.0
2,3.0,17.0,3.0,3.0,2021-09-26,JAX,,ARI,"L, 19-31",*,15,88,1,5.9,6,6,46,7.7,0,100.0,7.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,40,58.8,0,0.0,0,0.0
3,4.0,18.0,4.0,4.0,2021-09-30,JAX,@,CIN,"L, 21-24",*,18,78,2,4.3,2,1,-2,-2.0,0,50.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,94.6,0,0.0,0,0.0
4,5.0,19.0,5.0,5.0,2021-10-10,JAX,,TEN,"L, 19-37",*,18,149,1,8.3,1,1,-2,-2.0,0,100.0,-2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,67.6,0,0.0,0,0.0
5,6.0,20.0,6.0,6.0,2021-10-17,JAX,,MIA,"W, 23-20",*,17,73,1,4.3,4,3,28,9.3,0,75.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,84.8,0,0.0,0,0.0
6,7.0,21.0,7.0,8.0,2021-10-31,JAX,@,SEA,"L, 7-31",*,4,22,0,5.5,2,1,17,17.0,0,50.0,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.5,0,0.0,0,0.0
7,7.0,,8.0,9.0,2021-11-07,JAX,,BUF,"W, 9-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,8.0,22.0,9.0,10.0,2021-11-14,JAX,@,IND,"L, 17-23",,12,57,1,4.8,5,4,27,6.8,0,80.0,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,59.1,0,0.0,0,0.0
9,9.0,23.0,10.0,11.0,2021-11-21,JAX,,SFO,"L, 10-30",*,12,29,1,2.4,3,2,9,4.5,0,66.7,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,63.0,0,0.0,0,0.0
10,10.0,24.0,11.0,12.0,2021-11-28,JAX,,ATL,"L, 14-21",*,17,86,0,5.1,4,3,29,9.7,0,75.0,7.3,0.0,0,0,0,0,0,0,1,1,0,0,0,0,38,52.1,0,0.0,0,0.0
11,11.0,25.0,12.0,13.0,2021-12-05,JAX,@,LAR,"L, 7-37",*,8,24,0,3.0,4,1,11,11.0,0,25.0,2.8,0.0,0,0,0,0,0,0,1,1,0,0,0,0,26,44.1,0,0.0,0,0.0
12,12.0,26.0,13.0,14.0,2021-12-12,JAX,@,TEN,"L, 0-20",*,6,4,0,0.7,0,0,0,,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,35,63.6,0,0.0,0,0.0
13,13.0,27.0,14.0,15.0,2021-12-19,JAX,,HOU,"L, 16-30",*,18,75,1,4.2,6,3,13,4.3,0,50.0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,84.3,0,0.0,0,0.0
14,14.0,28.0,15.0,16.0,2021-12-26,JAX,@,NYJ,"L, 21-26",*,3,10,0,3.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,15.1,0,0.0,0,0.0
15,14.0,,16.0,17.0,2022-01-02,JAX,@,NWE,"L, 10-50",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,14.0,,17.0,18.0,2022-01-09,JAX,,IND,"W, 26-11",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,1-13,,164,767,8,4.7,46,31,222,7.2,0,67.4,4.8,0.0,1,0,1,0,0,0,4,2,0,0,0,0,530,58.3,0,0.0,0,0.0
