,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,23.0,1.0,1.0,2018-09-10,LAR,@,OAK,"W, 33-13",*,18,33,54.5,233,2,0,7.1,8.27,97.2,1,8,1,-1,0,-1.0,1,0,0,0,0,0,63,100.0,0,0.0,0,0.0
1,2.0,24.0,2.0,2.0,2018-09-16,LAR,,ARI,"W, 34-0",*,24,32,75.0,354,1,1,11.1,10.28,108.1,2,12,2,2,0,1.0,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
2,3.0,25.0,3.0,3.0,2018-09-23,LAR,,LAC,"W, 35-23",*,29,36,80.6,354,3,1,9.8,10.25,123.8,1,4,3,14,0,4.7,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
3,4.0,26.0,4.0,4.0,2018-09-27,LAR,,MIN,"W, 38-31",*,26,33,78.8,465,5,0,14.1,17.12,158.3,1,9,2,7,0,3.5,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
4,5.0,27.0,5.0,5.0,2018-10-07,LAR,@,SEA,"W, 33-31",*,23,32,71.9,321,1,2,10.0,7.84,88.2,1,8,5,15,0,3.0,2,0,0,1,0,0,66,100.0,0,0.0,0,0.0
5,6.0,28.0,6.0,6.0,2018-10-14,LAR,@,DEN,"W, 23-20",*,14,28,50.0,201,0,1,7.2,5.57,58.8,5,27,4,14,0,3.5,0,0,0,0,0,0,74,100.0,0,0.0,0,0.0
6,7.0,29.0,7.0,7.0,2018-10-21,LAR,@,SFO,"W, 39-10",*,18,24,75.0,202,2,0,8.4,10.08,127.4,1,9,3,4,0,1.3,1,0,0,1,0,0,51,83.6,0,0.0,0,0.0
7,8.0,30.0,8.0,8.0,2018-10-28,LAR,,GNB,"W, 29-27",*,19,35,54.3,295,3,0,8.4,10.14,111.0,5,26,5,7,0,1.4,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
8,9.0,31.0,9.0,9.0,2018-11-04,LAR,@,NOR,"L, 35-45",*,28,40,70.0,391,3,1,9.8,10.15,115.7,0,0,3,17,0,5.7,0,0,0,0,0,0,60,100.0,0,0.0,0,0.0
9,10.0,32.0,10.0,10.0,2018-11-11,LAR,,SEA,"W, 36-31",*,28,39,71.8,318,2,0,8.2,9.18,113.0,2,11,3,3,0,1.0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
10,11.0,33.0,11.0,11.0,2018-11-19,LAR,,KAN,"W, 54-51",*,31,49,63.3,413,4,0,8.4,10.06,117.1,5,34,4,6,1,1.5,2,2,0,0,0,0,80,100.0,0,0.0,0,0.0
11,12.0,34.0,12.0,13.0,2018-12-02,LAR,@,DET,"W, 30-16",*,17,33,51.5,207,1,1,6.3,5.52,68.6,2,12,2,-2,0,-1.0,1,1,0,0,0,0,69,100.0,0,0.0,0,0.0
12,13.0,35.0,13.0,14.0,2018-12-09,LAR,@,CHI,"L, 6-15",*,20,44,45.5,180,0,4,4.1,0.0,19.1,3,25,1,5,0,5.0,1,0,0,0,0,0,63,100.0,0,0.0,0,0.0
13,14.0,36.0,14.0,15.0,2018-12-16,LAR,,PHI,"L, 23-30",*,35,53,66.0,339,0,1,6.4,5.55,75.9,2,14,2,11,0,5.5,2,1,0,1,0,0,76,100.0,0,0.0,0,0.0
14,15.0,37.0,15.0,16.0,2018-12-23,LAR,@,ARI,"W, 31-9",*,19,24,79.2,216,1,0,9.0,9.83,118.1,2,24,2,6,1,3.0,1,1,0,0,0,0,60,88.2,0,0.0,0,0.0
15,16.0,38.0,16.0,17.0,2018-12-30,LAR,,SFO,"W, 48-32",*,15,26,57.7,199,4,0,7.7,10.73,121.6,0,0,1,0,0,0.0,1,0,0,0,-5,0,55,75.3,0,0.0,0,0.0
16,,,,,,,,,13-3,,364,561,64.9,4688,32,12,8.4,8.53,101.1,33,223,43,108,2,2.5,12,5,0,3,-5,0,1064,96.7,0,0.0,0,0.0
