,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,65.0,1.0,1.0,2025-09-07,CAR,@,JAX,"L, 10-26",*,16,57,0,3.6,5,3,32,10.7,1,60.0,6.4,43,67.2,0,0.0,0,0.0
1,2.0,66.0,2.0,2.0,2025-09-14,CAR,@,ARI,"L, 22-27",*,10,38,0,3.8,6,5,39,7.8,1,83.3,6.5,63,74.1,0,0.0,0,0.0
2,3.0,67.0,3.0,3.0,2025-09-21,CAR,,ATL,"W, 30-0",*,17,73,0,4.3,3,2,3,1.5,0,66.7,1.0,36,62.1,0,0.0,0,0.0
3,,,,,,,,,1-2,,43,168,0,3.9,14,10,74,7.4,2,71.4,5.3,142,68.6,0,0.0,0,0.0
