,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",,0,0,0,,0,,,0.0,0,0,0,0,0,0,11,15.9,0,0.0,11,45.8
1,2.0,2.0,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,34,55.7,0,0.0,11,42.3
2,3.0,3.0,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",*,3,2,13,6.5,0,66.7,4.3,0.0,0,0,0,0,0,0,53,82.8,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,17,27.9,0,0.0,9,30.0
4,5.0,5.0,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,35,63.6,0,0.0,9,30.0
5,6.0,6.0,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",*,6,4,40,10.0,1,66.7,6.7,0.0,1,1,0,0,0,0,34,50.7,0,0.0,4,16.7
6,7.0,7.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",*,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,24,38.1,0,0.0,8,36.4
7,8.0,8.0,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",,1,1,1,1.0,1,100.0,1.0,0.0,0,0,0,0,0,0,32,55.2,0,0.0,7,24.1
8,9.0,9.0,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,26,31.3,0,0.0,11,36.7
9,10.0,10.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",,2,2,15,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,36,50.0,0,0.0,4,14.3
10,11.0,11.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",,3,3,57,19.0,0,100.0,19.0,0.0,0,0,0,0,0,0,36,48.0,0,0.0,5,21.7
11,12.0,12.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",*,2,2,-1,-0.5,0,100.0,-0.5,0.0,0,0,0,0,0,0,32,47.1,0,0.0,9,29.0
12,13.0,13.0,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,8,11.3,0,0.0,6,21.4
13,13.0,,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,14.0,14.0,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",,1,1,24,24.0,0,100.0,24.0,0.0,0,0,0,0,0,0,15,20.5,0,0.0,8,25.8
15,15.0,15.0,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,23,28.8,0,0.0,6,24.0
16,16.0,16.0,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",*,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,14,20.9,0,0.0,17,50.0
17,,,,,,,,,12-4,,22,19,174,9.2,2,86.4,7.9,0.0,1,1,0,0,0,0,430,39.6,0,0.0,125,28.2
