,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,DAL,NFL,TE,16,8,22,19,174,9.2,2,8,63.6,30,1.2,10.9,86.4,7.9,0,0,0,0,0.0,0.0,19,9.2,174,2,0,2.0,
1,2023,24,DAL,NFL,TE,17,16,102,71,761,10.7,5,40,55.9,40,4.2,44.8,69.6,7.5,0,0,0,0,0.0,0.0,71,10.7,761,5,0,9.0,PB
2,2024,25,DAL,NFL,TE,14,14,86,59,494,8.4,0,18,39.5,27,4.2,35.3,68.6,5.7,0,0,0,0,0.0,0.0,59,8.4,494,0,4,4.0,
3,2025,26,DAL,NFL,TE,3,2,32,27,183,6.8,0,6,56.3,19,9.0,61.0,84.4,5.7,0,0,0,0,0.0,0.0,27,6.8,183,0,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,50,40,242,176,1612,9.2,7,72,50.8,40,3.5,32.2,72.7,6.7,0,0,0,0,0.0,0.0,176,9.2,1612,7,4,15.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,82,60,548,9.2,2,24,50.8,40,3.5,32.2,72.7,6.7,0,0,0,0,0.0,0.0,60,9.2,548,2,1,,
