,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,NWE,,PHI,"L, 20-25",,4,0,0,,0,0.0,0.0,55,68.8,0,0.0,0,0.0
1,1.0,,2.0,2.0,2023-09-17,NWE,,MIA,"L, 17-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2023-09-24,NWE,@,NYJ,"W, 15-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2023-10-01,NWE,@,DAL,"L, 3-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2023-10-08,NWE,,NOR,"L, 0-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1.0,,6.0,6.0,2023-10-15,NWE,@,LVR,"L, 17-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,1.0,,7.0,7.0,2023-10-22,NWE,,BUF,"W, 29-25",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,1.0,,8.0,8.0,2023-10-29,NWE,@,MIA,"L, 17-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,1.0,,9.0,9.0,2023-11-05,NWE,,WAS,"L, 17-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2.0,2.0,10.0,10.0,2023-11-12,NWE,,IND,"L, 6-10",,1,1,11,11.0,0,100.0,11.0,26,37.7,0,0.0,0,0.0
10,3.0,3.0,11.0,12.0,2023-11-26,NWE,@,NYG,"L, 7-10",,2,1,8,8.0,0,50.0,4.0,11,16.2,0,0.0,0,0.0
11,3.0,,12.0,13.0,2023-12-03,NWE,,LAC,"L, 0-6",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,3.0,,13.0,14.0,2023-12-07,NWE,@,PIT,"W, 21-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,3.0,,14.0,15.0,2023-12-17,NWE,,KAN,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,4.0,4.0,15.0,16.0,2023-12-24,NWE,@,DEN,"W, 26-23",,0,0,0,,0,,,5,8.6,0,0.0,0,0.0
15,4.0,,16.0,17.0,2023-12-31,NWE,@,BUF,"L, 21-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,5.0,5.0,17.0,18.0,2024-01-07,NWE,,NYJ,"L, 3-17",,0,0,0,,0,,,19,33.3,0,0.0,0,0.0
17,,,,,,,,,1-4,,7,2,19,9.5,0,28.6,2.7,116,34.9,0,0.0,0,0.0
