,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-08,DAL,@,CLE,"W, 33-17",,1,0,0,,0,0.0,0.0,0,0,0,,1,34,0,34.0,5,96,1,19.2,0,0,0,0,0,0,6,9.5,0,0.0,11,30.6
1,2.0,35.0,2.0,2.0,2024-09-15,DAL,,NOR,"L, 19-44",,4,2,4,2.0,0,50.0,1.0,1,2,0,2.0,1,35,0,35.0,0,0,0,,0,0,0,0,0,0,19,27.1,0,0.0,9,33.3
2,3.0,36.0,3.0,3.0,2024-09-22,DAL,,BAL,"L, 25-28",,3,3,51,17.0,1,100.0,17.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,0,0,0,18,22.5,0,0.0,10,35.7
3,4.0,37.0,4.0,4.0,2024-09-26,DAL,@,NYG,"W, 20-15",,0,0,0,,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,7,12.5,0,0.0,7,28.0
4,5.0,38.0,5.0,5.0,2024-10-06,DAL,@,PIT,"W, 20-17",,5,4,50,12.5,0,80.0,10.0,1,-6,0,-6.0,1,38,0,38.0,0,0,0,,0,0,0,0,0,0,22,28.9,0,0.0,9,37.5
5,6.0,39.0,6.0,6.0,2024-10-13,DAL,,DET,"L, 9-47",*,7,4,24,6.0,0,57.1,3.4,1,6,0,6.0,4,194,0,48.5,0,0,0,,1,1,0,0,0,0,32,46.4,0,0.0,10,35.7
6,7.0,40.0,7.0,8.0,2024-10-27,DAL,@,SFO,"L, 24-30",,4,1,16,16.0,0,25.0,4.0,1,11,0,11.0,5,115,0,23.0,1,13,0,13.0,1,0,0,0,0,0,14,22.6,0,0.0,11,36.7
7,8.0,41.0,8.0,9.0,2024-11-03,DAL,@,ATL,"L, 21-27",,4,3,36,12.0,0,75.0,9.0,0,0,0,,1,28,0,28.0,3,37,0,12.3,0,0,0,0,0,0,17,22.1,0,0.0,10,38.5
8,9.0,42.0,9.0,10.0,2024-11-10,DAL,,PHI,"L, 6-34",,0,0,0,,0,,,0,0,0,,2,83,0,41.5,0,0,0,,0,0,0,0,0,0,8,13.3,0,0.0,11,39.3
9,10.0,43.0,10.0,11.0,2024-11-18,DAL,,HOU,"L, 10-34",,3,3,86,28.7,1,100.0,28.7,0,0,0,,2,56,0,28.0,0,0,0,,0,0,0,0,0,0,23,27.7,0,0.0,11,40.7
10,11.0,44.0,11.0,12.0,2024-11-24,DAL,@,WAS,"W, 34-26",,1,1,8,8.0,0,100.0,8.0,0,0,0,,4,179,1,44.8,1,-2,0,-2.0,0,0,0,0,0,0,14,21.2,0,0.0,10,26.3
11,12.0,45.0,12.0,13.0,2024-11-28,DAL,,NYG,"W, 27-20",,5,4,53,13.3,0,80.0,10.6,1,2,0,2.0,0,0,0,,2,-3,0,-1.5,1,0,0,1,0,0,14,18.4,0,0.0,11,35.5
12,13.0,46.0,13.0,14.0,2024-12-09,DAL,,CIN,"L, 20-27",,4,1,16,16.0,0,25.0,4.0,2,15,0,7.5,0,0,0,,1,20,0,20.0,0,0,0,0,0,0,10,16.7,0,0.0,9,33.3
13,14.0,47.0,14.0,15.0,2024-12-15,DAL,@,CAR,"W, 30-14",,1,0,0,,0,0.0,0.0,2,27,0,13.5,3,64,0,21.3,2,5,0,2.5,0,0,0,0,0,0,14,19.2,0,0.0,7,28.0
14,15.0,48.0,15.0,16.0,2024-12-22,DAL,,TAM,"W, 26-24",*,1,1,7,7.0,0,100.0,7.0,3,11,0,3.7,0,0,0,,2,20,0,10.0,0,0,0,0,0,0,25,41.7,0,0.0,9,30.0
15,16.0,49.0,16.0,17.0,2024-12-29,DAL,@,PHI,"L, 7-41",,4,1,16,16.0,0,25.0,4.0,2,18,0,9.0,2,48,0,24.0,0,0,0,,0,0,0,0,0,0,33,53.2,0,0.0,10,38.5
16,17.0,50.0,17.0,18.0,2025-01-05,DAL,,WAS,"L, 19-23",,5,3,53,17.7,0,60.0,10.6,1,5,0,5.0,1,30,0,30.0,1,1,0,1.0,0,0,0,0,0,0,39,50.0,0,0.0,10,35.7
17,,,,,,,,,7-10,,52,31,420,13.5,2,59.6,8.1,16,92,0,5.8,27,904,1,33.5,18,187,1,10.4,3,1,0,1,0,0,315,26.9,0,0.0,165,34.1
