,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,183.0,1.0,1.0,2022-09-08,LAR,,BUF,"L, 10-31",*,29,41,70.7,240,1,3,5.9,3.05,63.1,7,49,1,2,0,2.0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,67,100.0,0,0.0,0,0.0
1,2.0,184.0,2.0,2.0,2022-09-18,LAR,,ATL,"W, 31-27",*,27,36,75.0,272,3,2,7.6,6.72,100.7,1,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,98.4,0,0.0,0,0.0
2,3.0,185.0,3.0,3.0,2022-09-25,LAR,@,ARI,"W, 20-12",*,18,25,72.0,249,0,0,10.0,9.96,103.6,1,10,3,2,0,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,100.0,0,0.0,0,0.0
3,4.0,186.0,4.0,4.0,2022-10-03,LAR,@,SFO,"L, 9-24",*,32,48,66.7,254,0,1,5.3,4.35,71.0,7,54,2,6,0,3.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,74,100.0,0,0.0,0,0.0
4,5.0,187.0,5.0,5.0,2022-10-09,LAR,,DAL,"L, 10-22",*,28,42,66.7,308,1,1,7.3,6.74,86.2,5,35,0,0,0,,0.0,0,0,0,0,0,0,2,2,0,0,0,0,65,100.0,0,0.0,0,0.0
5,6.0,188.0,6.0,6.0,2022-10-16,LAR,,CAR,"W, 24-10",*,26,33,78.8,253,1,1,7.7,6.91,96.1,1,4,2,-3,0,-1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
6,7.0,189.0,7.0,8.0,2022-10-30,LAR,,SFO,"L, 14-31",*,22,33,66.7,187,1,0,5.7,6.27,91.4,2,20,2,-1,1,-0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
7,8.0,190.0,8.0,9.0,2022-11-06,LAR,@,TAM,"L, 13-16",*,13,27,48.1,165,1,0,6.1,6.85,80.0,4,27,2,-1,0,-0.5,0.0,0,0,0,0,0,0,1,0,0,1,0,0,57,100.0,0,0.0,0,0.0
8,8.0,,9.0,10.0,2022-11-13,LAR,,ARI,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,9.0,191.0,10.0,11.0,2022-11-20,LAR,@,NOR,"L, 20-27",*,11,18,61.1,159,2,0,8.8,11.06,126.9,1,9,1,4,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,59.4,0,0.0,0,0.0
