,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,78.0,1.0,1.0,2015-09-13,DET,@,SDG,"L, 28-33",*,19,30,63.3,246,2,2,8.2,6.53,83.5,1,13,1,-1,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,47,100.0,0,0.0,0,0.0
1,2.0,79.0,2.0,2.0,2015-09-20,DET,@,MIN,"L, 16-26",*,32,53,60.4,286,2,1,5.4,5.3,79.6,1,1,4,20,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
2,3.0,80.0,3.0,3.0,2015-09-27,DET,,DEN,"L, 12-24",*,31,45,68.9,282,1,2,6.3,4.71,74.5,4,20,1,-1,0,-1.0,1,1,-6,-6.0,0,100.0,-6.0,1,1,0,0,0,0,74,100.0,0,0.0,0,0.0
3,4.0,81.0,4.0,4.0,2015-10-05,DET,@,SEA,"L, 10-13",*,24,35,68.6,203,0,0,5.8,5.8,83.4,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
4,5.0,82.0,5.0,5.0,2015-10-11,DET,,ARI,"L, 17-42",*,20,32,62.5,188,1,3,5.9,2.28,50.0,1,0,1,2,0,2.0,0,0,0,,0,,,0,0,0,0,0,0,53,55.8,0,0.0,0,0.0
5,6.0,83.0,6.0,6.0,2015-10-18,DET,,CHI,"W, 37-34 (OT)",*,27,42,64.3,405,4,1,9.6,10.48,117.7,2,14,6,37,0,6.2,0,0,0,,0,,,0,0,0,0,0,0,81,100.0,0,0.0,0,0.0
6,7.0,84.0,7.0,7.0,2015-10-25,DET,,MIN,"L, 19-28",*,18,26,69.2,256,2,0,9.8,11.38,126.4,7,59,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
7,8.0,85.0,8.0,8.0,2015-11-01,DET,@,KAN,"L, 10-45",*,22,36,61.1,217,1,2,6.0,4.08,64.2,6,32,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
8,9.0,86.0,9.0,10.0,2015-11-15,DET,@,GNB,"W, 18-16",*,24,38,63.2,242,2,1,6.4,6.24,87.8,0,0,2,1,0,0.5,0,0,0,,0,,,1,0,0,1,-5,0,65,100.0,0,0.0,0,0.0
9,10.0,87.0,10.0,11.0,2015-11-22,DET,,OAK,"W, 18-13",*,22,35,62.9,282,0,0,8.1,8.06,88.0,4,16,6,31,1,5.2,0,0,0,,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
10,11.0,88.0,11.0,12.0,2015-11-26,DET,,PHI,"W, 45-14",*,27,38,71.1,337,5,0,8.9,11.5,137.8,2,15,2,13,0,6.5,0,0,0,,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
11,12.0,89.0,12.0,13.0,2015-12-03,DET,,GNB,"L, 23-27",*,23,35,65.7,220,2,0,6.3,7.43,102.1,3,15,2,22,0,11.0,0,0,0,,0,,,1,1,0,0,0,0,65,100.0,0,0.0,0,0.0
12,13.0,90.0,13.0,14.0,2015-12-13,DET,@,STL,"L, 14-21",*,30,46,65.2,245,2,1,5.3,5.22,84.1,4,25,2,5,0,2.5,0,0,0,,0,,,1,0,0,1,0,0,71,100.0,0,0.0,0,0.0
13,14.0,91.0,14.0,15.0,2015-12-21,DET,@,NOR,"W, 35-27",*,22,25,88.0,254,3,0,10.2,12.56,148.6,3,8,4,-1,0,-0.3,0,0,0,,0,,,0,0,0,0,0,0,53,100.0,0,0.0,0,0.0
14,15.0,92.0,15.0,16.0,2015-12-27,DET,,SFO,"W, 32-17",*,29,37,78.4,301,2,0,8.1,9.22,118.6,2,17,5,11,0,2.2,0,0,0,,0,,,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
15,16.0,93.0,16.0,17.0,2016-01-03,DET,@,CHI,"W, 24-20",*,28,39,71.8,298,3,0,7.6,9.18,119.4,4,16,6,10,0,1.7,0,0,0,,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
16,,,,,,,,,7-9,,398,592,67.2,4262,32,13,7.2,7.29,97.0,44,251,44,159,1,3.6,1,1,-6,-6.0,0,100.0,-6.0,4,2,0,2,-5,0,1033,95.7,0,0.0,0,0.0
