,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,94.0,1.0,1.0,2016-09-11,DET,@,IND,"W, 39-35",*,31,39,79.5,340,3,0,8.7,10.26,128.6,1,8,2,5,0,2.5,0,0,0,0,,,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
1,2.0,95.0,2.0,2.0,2016-09-18,DET,,TEN,"L, 15-16",*,22,40,55.0,260,1,1,6.5,5.88,72.9,4,22,2,31,0,15.5,0,0,0,0,,,0,0,0,0,0,0,79,100.0,0,0.0,0,0.0
2,3.0,96.0,3.0,3.0,2016-09-25,DET,@,GNB,"L, 27-34",*,28,41,68.3,385,3,1,9.4,9.76,112.3,3,17,2,11,0,5.5,0,0,0,0,,,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
3,4.0,97.0,4.0,4.0,2016-10-02,DET,@,CHI,"L, 14-17",*,23,36,63.9,213,0,2,5.9,3.42,56.8,2,16,2,17,0,8.5,0,0,0,0,,,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0
4,5.0,98.0,5.0,5.0,2016-10-09,DET,,PHI,"W, 24-23",*,19,25,76.0,180,3,0,7.2,9.6,135.0,4,16,6,16,0,2.7,0,0,0,0,,,1,1,0,0,0,0,61,100.0,0,0.0,0,0.0
5,6.0,99.0,6.0,6.0,2016-10-16,DET,,LAR,"W, 31-28",*,23,31,74.2,270,4,0,8.7,11.29,139.8,1,5,5,14,0,2.8,0,0,0,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
6,7.0,100.0,7.0,7.0,2016-10-23,DET,,WAS,"W, 20-17",*,18,29,62.1,266,1,0,9.2,9.86,103.5,3,16,2,32,0,16.0,0,0,0,0,,,1,0,0,1,0,0,53,100.0,0,0.0,0,0.0
7,8.0,101.0,8.0,8.0,2016-10-30,DET,@,HOU,"L, 13-20",*,27,41,65.9,240,1,0,5.9,6.34,89.5,1,9,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
8,9.0,102.0,9.0,9.0,2016-11-06,DET,@,MIN,"W, 22-16 (OT)",*,23,36,63.9,219,2,1,6.1,5.94,87.6,1,5,0,0,0,,1,0,0,0,0.0,0.0,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
9,10.0,103.0,10.0,11.0,2016-11-20,DET,,JAX,"W, 26-19",*,24,33,72.7,278,0,0,8.4,8.42,97.8,3,15,2,0,0,0.0,0,0,0,0,,,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0
10,11.0,104.0,11.0,12.0,2016-11-24,DET,,MIN,"W, 16-13",*,23,40,57.5,232,1,0,5.8,6.3,82.5,2,18,4,30,0,7.5,0,0,0,0,,,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
11,12.0,105.0,12.0,13.0,2016-12-04,DET,@,NOR,"W, 28-13",*,30,42,71.4,341,2,0,8.1,9.07,111.3,2,4,3,22,0,7.3,0,0,0,0,,,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
12,13.0,106.0,13.0,14.0,2016-12-11,DET,,CHI,"W, 20-17",*,21,35,60.0,223,1,2,6.4,4.37,64.3,3,14,4,15,1,3.8,0,0,0,0,,,0,0,0,0,0,0,72,100.0,0,0.0,0,0.0
13,14.0,107.0,14.0,15.0,2016-12-18,DET,@,NYG,"L, 6-17",*,24,39,61.5,273,0,1,7.0,5.85,71.8,1,5,2,13,0,6.5,0,0,0,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
14,15.0,108.0,15.0,16.0,2016-12-26,DET,@,DAL,"L, 21-42",*,26,46,56.5,260,0,1,5.7,4.67,63.7,4,31,1,1,1,1.0,0,0,0,0,,,1,1,0,0,0,0,71,100.0,0,0.0,0,0.0
15,16.0,109.0,16.0,17.0,2017-01-01,DET,,GNB,"L, 24-31",*,26,41,63.4,347,2,1,8.5,8.34,96.3,2,15,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
16,,,,,,,,,9-7,,388,594,65.3,4327,24,10,7.3,7.34,93.3,37,216,37,207,2,5.6,1,0,0,0,0.0,0.0,3,2,0,1,0,0,1037,100.0,0,0.0,0,0.0
