,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2012-09-09,DET,,STL,"W, 27-23",*,32,48,66.7,355,1,3,7.4,5.0,69.4,1,9,0,0,0,,1,1,3,3.0,0,100.0,3.0,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
1,2.0,31.0,2.0,2.0,2012-09-16,DET,@,SFO,"L, 19-27",*,19,32,59.4,230,1,1,7.2,6.41,78.9,2,16,2,10,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
2,3.0,32.0,3.0,3.0,2012-09-23,DET,@,TEN,"L, 41-44 (OT)",*,33,42,78.6,278,1,0,6.6,7.1,102.2,1,8,2,12,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,77,80.2,0,0.0,0,0.0
3,4.0,33.0,4.0,4.0,2012-09-30,DET,,MIN,"L, 13-20",*,30,51,58.8,319,0,0,6.3,6.25,77.2,5,33,4,14,1,3.5,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
4,5.0,34.0,5.0,6.0,2012-10-14,DET,@,PHI,"W, 26-23 (OT)",*,22,45,48.9,311,1,1,6.9,6.36,69.8,0,0,3,7,1,2.3,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
5,6.0,35.0,6.0,7.0,2012-10-22,DET,@,CHI,"L, 7-13",*,28,46,60.9,263,1,1,5.7,5.17,74.8,3,20,3,21,0,7.0,0,0,0,,0,,,0,0,0,0,0,0,68,100.0,0,0.0,0,0.0
6,7.0,36.0,7.0,8.0,2012-10-28,DET,,SEA,"W, 28-24",*,34,49,69.4,352,3,1,7.2,7.49,101.7,2,21,4,12,1,3.0,0,0,0,,0,,,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
7,8.0,37.0,8.0,9.0,2012-11-04,DET,@,JAX,"W, 31-14",*,22,33,66.7,285,0,0,8.6,8.64,93.6,1,0,2,-2,0,-1.0,0,0,0,,0,,,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
8,9.0,38.0,9.0,10.0,2012-11-11,DET,@,MIN,"L, 24-34",*,28,42,66.7,329,3,1,7.8,8.19,104.2,2,21,3,13,0,4.3,0,0,0,,0,,,1,0,0,1,-5,0,63,100.0,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2012-11-18,DET,,GNB,"L, 20-24",*,17,39,43.6,266,1,2,6.8,5.03,54.0,5,14,2,12,0,6.0,0,0,0,,0,,,1,1,0,0,0,0,72,100.0,0,0.0,0,0.0
10,11.0,40.0,11.0,12.0,2012-11-22,DET,,HOU,"L, 31-34 (OT)",*,31,61,50.8,441,2,0,7.2,7.89,85.5,3,22,2,7,0,3.5,0,0,0,,0,,,0,0,0,0,0,0,89,100.0,0,0.0,0,0.0
11,12.0,41.0,12.0,13.0,2012-12-02,DET,,IND,"L, 33-35",*,27,46,58.7,313,2,1,6.8,6.7,84.8,0,0,1,0,0,0.0,0,0,0,,0,,,1,0,0,1,-2,0,77,100.0,0,0.0,0,0.0
12,13.0,42.0,13.0,14.0,2012-12-09,DET,@,GNB,"L, 20-27",*,27,45,60.0,264,1,1,5.9,5.31,74.7,1,13,3,9,1,3.0,0,0,0,,0,,,1,1,0,0,0,0,84,100.0,0,0.0,0,0.0
13,14.0,43.0,14.0,15.0,2012-12-16,DET,@,ARI,"L, 10-38",*,24,50,48.0,246,0,3,4.9,2.22,37.6,2,18,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
14,15.0,44.0,15.0,16.0,2012-12-22,DET,,ATL,"L, 18-31",*,37,56,66.1,443,0,1,7.9,7.11,82.7,0,0,1,2,0,2.0,0,0,0,,0,,,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
15,16.0,45.0,16.0,17.0,2012-12-30,DET,,CHI,"L, 24-26",*,24,42,57.1,272,3,1,6.5,6.83,90.6,1,17,3,9,0,3.0,0,0,0,,0,,,2,2,0,0,0,0,64,100.0,0,0.0,0,0.0
16,,,,,,,,,4-12,,435,727,59.8,4967,20,17,6.8,6.33,79.8,29,212,35,126,4,3.6,1,1,3,3.0,0,100.0,3.0,6,4,0,2,-7,0,1180,98.4,0,0.0,0,0.0
