,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,61.0,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",*,9,7,62,8.9,0,77.8,6.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
1,2.0,62.0,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",*,4,2,18,9.0,0,50.0,4.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,55,90.2,0,0.0,0,0.0
2,2.0,,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,63.0,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",*,3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,90.2,0,0.0,0,0.0
4,4.0,64.0,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",*,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,18.2,0,0.0,0,0.0
5,4.0,,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,5.0,65.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",*,5,5,49,9.8,0,100.0,9.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,65.1,0,0.0,0,0.0
7,6.0,66.0,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",*,7,6,74,12.3,0,85.7,10.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,70.7,0,0.0,0,0.0
8,7.0,67.0,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",*,8,6,54,9.0,1,75.0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,75.9,0,0.0,0,0.0
9,8.0,68.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",*,5,3,22,7.3,0,60.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,63.9,0,0.0,0,0.0
10,9.0,69.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",*,4,4,31,7.8,2,100.0,7.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,84.0,0,0.0,1,4.3
11,10.0,70.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",*,6,2,33,16.5,0,33.3,5.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,72.1,0,0.0,0,0.0
12,11.0,71.0,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",*,10,6,87,14.5,0,60.0,8.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,66,93.0,0,0.0,0,0.0
13,12.0,72.0,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",*,4,2,15,7.5,0,50.0,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,97.3,0,0.0,0,0.0
14,13.0,73.0,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",*,4,3,43,14.3,0,75.0,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,86.3,0,0.0,0,0.0
15,14.0,74.0,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",*,10,7,56,8.0,2,70.0,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,81.3,0,0.0,0,0.0
16,15.0,75.0,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",*,9,4,33,8.3,0,44.4,3.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,86.6,0,0.0,0,0.0
17,,,,,,,,,11-4,,89,57,577,10.1,5,64.0,6.5,0.0,1,1,0,0,0,0,1,1,0,0,0,0,817,79.2,0,0.0,1,0.2
