,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,76.0,1.0,1.0,2023-09-10,HOU,@,BAL,"L, 9-25",,4,2,4,2.0,0,50.0,1.0,0,0,0,0,0,0,62,80.5,0,0.0,0,0.0
1,2.0,77.0,2.0,2.0,2023-09-17,HOU,,IND,"L, 20-31",,7,4,34,8.5,0,57.1,4.9,0,0,0,0,0,0,60,71.4,0,0.0,0,0.0
2,3.0,78.0,3.0,3.0,2023-09-24,HOU,@,JAX,"W, 37-17",,3,1,9,9.0,0,33.3,3.0,0,0,0,0,0,0,38,67.9,0,0.0,0,0.0
3,4.0,79.0,4.0,4.0,2023-10-01,HOU,,PIT,"W, 30-6",,3,3,42,14.0,1,100.0,14.0,0,0,0,0,0,0,35,49.3,0,0.0,0,0.0
4,5.0,80.0,5.0,5.0,2023-10-08,HOU,@,ATL,"L, 19-21",*,10,7,65,9.3,1,70.0,6.5,0,0,0,0,0,0,34,58.6,0,0.0,0,0.0
5,6.0,81.0,6.0,6.0,2023-10-15,HOU,,NOR,"W, 20-13",,7,4,61,15.3,1,57.1,8.7,0,0,0,0,0,0,40,63.5,0,0.0,0,0.0
6,7.0,82.0,7.0,8.0,2023-10-29,HOU,@,CAR,"L, 13-15",*,5,2,5,2.5,0,40.0,1.0,0,0,0,0,0,0,45,77.6,0,0.0,0,0.0
7,8.0,83.0,8.0,9.0,2023-11-05,HOU,,TAM,"W, 39-37",*,11,10,130,13.0,1,90.9,11.8,1,1,0,0,0,0,57,79.2,0,0.0,0,0.0
8,9.0,84.0,9.0,10.0,2023-11-12,HOU,@,CIN,"W, 30-27",*,6,4,71,17.8,0,66.7,11.8,0,0,0,0,0,0,66,88.0,0,0.0,1,3.1
9,10.0,85.0,10.0,11.0,2023-11-19,HOU,,ARI,"W, 21-16",*,3,2,32,16.0,1,66.7,10.7,0,0,0,0,0,0,57,85.1,0,0.0,0,0.0
10,11.0,86.0,11.0,12.0,2023-11-26,HOU,,JAX,"L, 21-24",*,2,1,2,2.0,0,50.0,1.0,0,0,0,0,0,0,29,48.3,0,0.0,0,0.0
11,11.0,,12.0,13.0,2023-12-03,HOU,,DEN,"W, 22-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,,13.0,14.0,2023-12-10,HOU,@,NYJ,"L, 6-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,87.0,14.0,15.0,2023-12-17,HOU,@,TEN,"W, 19-16 (OT)",,5,4,58,14.5,0,80.0,11.6,0,0,0,0,0,0,65,84.4,0,0.0,0,0.0
14,13.0,88.0,15.0,16.0,2023-12-24,HOU,,CLE,"L, 22-36",,11,8,61,7.6,0,72.7,5.5,0,0,0,0,0,0,59,78.7,0,0.0,0,0.0
15,14.0,89.0,16.0,17.0,2023-12-31,HOU,,TEN,"W, 26-3",*,4,2,19,9.5,0,50.0,4.8,0,0,0,0,0,0,48,78.7,0,0.0,0,0.0
16,15.0,90.0,17.0,18.0,2024-01-06,HOU,@,IND,"W, 23-19",*,7,5,42,8.4,0,71.4,6.0,0,0,0,0,0,0,44,78.6,0,0.0,0,0.0
17,,,,,,,,,9-6,,88,59,635,10.8,5,67.0,7.2,1,1,0,0,0,0,739,73.2,0,0.0,1,0.2
