,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,44.0,1.0,1.0,2021-09-09,DAL,@,TAM,"L, 29-31",*,6,6,45,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,57,67.9,0,0.0,8,23.5
1,2.0,45.0,2.0,2.0,2021-09-19,DAL,@,LAC,"W, 20-17",*,2,2,18,9.0,0,100.0,9.0,0.0,0,0,0,0,0,0,45,72.6,0,0.0,4,21.1
2,3.0,46.0,3.0,3.0,2021-09-27,DAL,,PHI,"W, 41-21",*,7,6,80,13.3,2,85.7,11.4,0.0,0,0,0,0,0,0,52,68.4,0,0.0,7,23.3
3,4.0,47.0,4.0,4.0,2021-10-03,DAL,,CAR,"W, 36-28",*,8,6,58,9.7,1,75.0,7.3,0.0,0,0,0,0,0,0,48,78.7,0,0.0,6,20.7
4,5.0,48.0,5.0,5.0,2021-10-10,DAL,,NYG,"W, 44-20",*,8,6,79,13.2,0,75.0,9.9,0.0,0,0,0,0,0,0,57,73.1,0,0.0,9,30.0
5,6.0,49.0,6.0,6.0,2021-10-17,DAL,@,NWE,"W, 35-29 (OT)",*,6,5,79,15.8,0,83.3,13.2,0.0,0,0,0,0,0,0,75,84.3,0,0.0,6,21.4
6,7.0,50.0,7.0,8.0,2021-10-31,DAL,@,MIN,"W, 20-16",*,7,2,11,5.5,0,28.6,1.6,0.0,0,0,0,0,0,0,60,82.2,0,0.0,5,16.7
7,8.0,51.0,8.0,9.0,2021-11-07,DAL,,DEN,"L, 16-30",*,5,4,54,13.5,0,80.0,10.8,0.0,1,1,0,0,0,0,59,95.2,0,0.0,0,0.0
8,9.0,52.0,9.0,10.0,2021-11-14,DAL,,ATL,"W, 43-3",*,2,1,14,14.0,0,50.0,7.0,0.0,0,0,0,0,0,0,51,66.2,0,0.0,6,24.0
9,10.0,53.0,10.0,11.0,2021-11-21,DAL,@,KAN,"L, 9-19",*,8,6,53,8.8,0,75.0,6.6,0.0,0,0,0,0,0,0,66,98.5,0,0.0,3,11.1
10,11.0,54.0,11.0,12.0,2021-11-25,DAL,,LVR,"L, 33-36 (OT)",*,7,3,46,15.3,1,42.9,6.6,0.0,0,0,0,0,0,0,71,95.9,0,0.0,6,14.3
11,12.0,55.0,12.0,13.0,2021-12-02,DAL,@,NOR,"W, 27-17",*,5,5,43,8.6,0,100.0,8.6,0.0,0,0,0,0,0,0,67,95.7,0,0.0,6,18.8
12,13.0,56.0,13.0,14.0,2021-12-12,DAL,@,WAS,"W, 27-20",,3,1,4,4.0,0,33.3,1.3,0.0,0,0,0,0,0,0,72,84.7,0,0.0,6,20.0
13,14.0,57.0,14.0,15.0,2021-12-19,DAL,@,NYG,"W, 21-6",*,8,8,67,8.4,1,100.0,8.4,0.0,0,0,0,0,0,0,61,85.9,0,0.0,5,23.8
14,15.0,58.0,15.0,16.0,2021-12-26,DAL,,WAS,"W, 56-14",*,9,8,82,10.3,1,88.9,9.1,0.0,0,0,0,0,0,0,55,75.3,0,0.0,6,18.2
15,16.0,59.0,16.0,17.0,2022-01-02,DAL,,ARI,"L, 22-25",*,10,6,54,9.0,0,60.0,5.4,0.0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
16,17.0,60.0,17.0,18.0,2022-01-08,DAL,@,PHI,"W, 51-26",,3,3,21,7.0,2,100.0,7.0,0.0,0,0,0,0,0,0,37,59.7,0,0.0,3,9.7
17,,,,,,,,,12-5,,104,78,808,10.4,8,75.0,7.8,0.0,1,1,0,0,0,0,993,80.9,0,0.0,86,17.6
