,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,DAL,@,CAR,"L, 8-16",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.1,0,0.0,1,4.5
1,1.0,,2.0,2.0,2018-09-16,DAL,,NYG,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2018-09-23,DAL,@,SEA,"L, 13-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2018-09-30,DAL,,DET,"W, 26-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2018-10-07,DAL,@,HOU,"L, 16-19 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1.0,,6.0,6.0,2018-10-14,DAL,,JAX,"W, 40-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2.0,2.0,7.0,7.0,2018-10-21,DAL,@,WAS,"L, 17-20",,3,1,12,12.0,0,33.3,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,28.8,0,0.0,6,21.4
7,3.0,3.0,8.0,9.0,2018-11-05,DAL,,TEN,"L, 14-28",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,40.7,0,0.0,8,40.0
8,4.0,4.0,9.0,10.0,2018-11-11,DAL,@,PHI,"W, 27-20",,2,2,21,10.5,0,100.0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,11.6,0,0.0,11,39.3
9,5.0,5.0,10.0,11.0,2018-11-18,DAL,@,ATL,"W, 22-19",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,17.2,0,0.0,11,42.3
10,6.0,6.0,11.0,12.0,2018-11-22,DAL,,WAS,"W, 31-23",*,1,1,-1,-1.0,0,100.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,60.0,0,0.0,9,29.0
11,7.0,7.0,12.0,13.0,2018-11-29,DAL,,NOR,"W, 13-10",*,2,1,7,7.0,0,50.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,56.3,0,0.0,3,15.0
12,8.0,8.0,13.0,14.0,2018-12-09,DAL,,PHI,"W, 29-23 (OT)",*,3,3,37,12.3,0,100.0,12.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,46.5,0,0.0,6,20.7
13,9.0,9.0,14.0,15.0,2018-12-16,DAL,@,IND,"L, 0-23",*,4,3,23,7.7,0,75.0,5.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,31,44.9,0,0.0,1,6.7
14,10.0,10.0,15.0,16.0,2018-12-23,DAL,,TAM,"W, 27-20",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,33,63.5,0,0.0,5,18.5
15,11.0,11.0,16.0,17.0,2018-12-30,DAL,@,NYG,"W, 36-35",*,2,1,17,17.0,0,50.0,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,57.1,0,0.0,5,17.9
16,,,,,,,,,7-4,,17,12,116,9.7,0,70.6,6.8,0.0,1,1,0,0,0,0,0,0,0,1,0,0,300,39.5,0,0.0,66,24.1
