,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-13,WAS,,PHI,"W, 27-17",*,1.5,4,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,53,77.9,3,9.1
1,2.0,2.0,2.0,2.0,2020-09-20,WAS,@,ARI,"L, 15-30",*,1.0,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,71.4,0,0.0
2,3.0,3.0,3.0,3.0,2020-09-27,WAS,@,CLE,"L, 20-34",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,20.6,1,3.6
3,3.0,,4.0,4.0,2020-10-04,WAS,,BAL,"L, 17-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,4.0,5.0,5.0,2020-10-11,WAS,,LAR,"L, 10-30",*,0.0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,66.2,0,0.0
5,5.0,5.0,6.0,6.0,2020-10-18,WAS,@,NYG,"L, 19-20",*,0.0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,91.7,0,0.0
6,6.0,6.0,7.0,7.0,2020-10-25,WAS,,DAL,"W, 25-3",*,0.0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,47,82.5,0,0.0
7,7.0,7.0,8.0,9.0,2020-11-08,WAS,,NYG,"L, 20-23",*,1.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,64,83.1,0,0.0
8,8.0,8.0,9.0,10.0,2020-11-15,WAS,@,DET,"L, 27-30",*,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,83.1,0,0.0
9,9.0,9.0,10.0,11.0,2020-11-22,WAS,,CIN,"W, 20-9",*,0.0,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,53,77.9,0,0.0
10,10.0,10.0,11.0,12.0,2020-11-26,WAS,@,DAL,"W, 41-16",*,1.0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,86.4,0,0.0
11,11.0,11.0,12.0,13.0,2020-12-07,WAS,@,PIT,"W, 23-17",*,0.0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,88.7,0,0.0
12,12.0,12.0,13.0,14.0,2020-12-13,WAS,@,SFO,"W, 23-15",*,1.0,6,2,4,1,2,0,0,0,0,2,0,0,1,1,47,1,0,0.0,61,75.3,0,0.0
13,13.0,13.0,14.0,15.0,2020-12-20,WAS,,SEA,"L, 15-20",*,0.0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,84.2,0,0.0
14,14.0,14.0,15.0,16.0,2020-12-27,WAS,,CAR,"L, 13-20",*,1.0,4,3,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,62,92.5,0,0.0
15,15.0,15.0,16.0,17.0,2021-01-03,WAS,@,PHI,"W, 20-14",*,1.0,2,2,0,1,3,0,0,0,0,0,0,0,0,1,10,0,0,0.0,62,91.2,0,0.0
16,,,,,,,,,7-8,,7.5,44,32,12,10,12,0,0,0,0,4,0,0,4,3,57,1,0,0.0,770,77.9,4,1.0
