,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,SFO,@,TAM,"W, 31-17",,1.0,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,55.1,1,4.2
1,2.0,2.0,2.0,2.0,2019-09-15,SFO,@,CIN,"W, 41-17",,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30,43.5,0,0.0
2,3.0,3.0,3.0,3.0,2019-09-22,SFO,,PIT,"W, 24-20",*,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,39,73.6,2,7.4
3,4.0,4.0,4.0,5.0,2019-10-07,SFO,,CLE,"W, 31-3",*,2.0,4,4,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0.0,37,80.4,1,3.4
4,5.0,5.0,5.0,6.0,2019-10-13,SFO,@,LAR,"W, 20-7",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,43,82.7,1,4.3
5,6.0,6.0,6.0,7.0,2019-10-20,SFO,@,WAS,"W, 9-0",*,1.0,7,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38,79.2,0,0.0
6,7.0,7.0,7.0,8.0,2019-10-27,SFO,,CAR,"W, 51-13",*,3.0,4,4,0,3,3,0,1,46,0,1,0,0,0,0,0,0,0,0.0,41,60.3,0,0.0
7,8.0,8.0,8.0,9.0,2019-10-31,SFO,@,ARI,"W, 28-25",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,73.2,0,0.0
8,9.0,9.0,9.0,10.0,2019-11-11,SFO,,SEA,"L, 24-27 (OT)",*,0.0,8,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,82.2,3,8.6
9,10.0,10.0,10.0,11.0,2019-11-17,SFO,,ARI,"W, 36-26",*,0.0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,83.6,0,0.0
10,11.0,11.0,11.0,12.0,2019-11-24,SFO,,GNB,"W, 37-8",*,1.0,3,2,1,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0.0,53,67.1,0,0.0
11,12.0,12.0,12.0,13.0,2019-12-01,SFO,@,BAL,"L, 17-20",*,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,84.6,0,0.0
12,13.0,13.0,13.0,14.0,2019-12-08,SFO,@,NOR,"W, 48-46",*,0.0,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0.0,68,94.4,1,2.7
13,14.0,14.0,14.0,15.0,2019-12-15,SFO,,ATL,"L, 22-29",*,1.0,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,94.0,1,3.3
14,15.0,15.0,15.0,16.0,2019-12-21,SFO,,LAR,"W, 34-31",*,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,72.9,2,5.7
15,16.0,16.0,16.0,17.0,2019-12-29,SFO,@,SEA,"W, 26-21",*,0.0,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,64,85.3,1,4.5
16,,,,,,,,,13-3,,9.0,47,32,15,16,25,0,1,46,0,2,0,0,1,2,6,0,0,0.0,777,75.5,13,3.0
