,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,19.0,1.0,1.0,2021-09-12,SFO,@,DET,"W, 41-33",*,1.0,4,4,0,3,2,0,0,0,0,0,0,0.0,51,55.4,1,3.2
1,2.0,20.0,2.0,2.0,2021-09-19,SFO,@,PHI,"W, 17-11",*,2.0,3,2,1,1,2,0,0,0,0,0,0,0.0,44,75.9,1,4.8
2,3.0,21.0,3.0,3.0,2021-09-26,SFO,,GNB,"L, 28-30",*,0.0,4,3,1,1,1,0,0,0,0,0,0,0.0,54,85.7,0,0.0
3,4.0,22.0,4.0,4.0,2021-10-03,SFO,,SEA,"L, 21-28",*,1.0,3,1,2,1,3,0,0,0,0,0,0,0.0,39,69.6,1,3.2
4,5.0,23.0,5.0,5.0,2021-10-10,SFO,@,ARI,"L, 10-17",*,1.0,5,4,1,2,2,0,0,0,0,0,0,0.0,42,68.9,1,5.3
5,6.0,24.0,6.0,7.0,2021-10-24,SFO,,IND,"L, 18-30",*,0.0,4,3,1,0,3,0,0,0,0,0,0,0.0,56,82.4,1,3.6
6,7.0,25.0,7.0,8.0,2021-10-31,SFO,@,CHI,"W, 33-22",*,2.0,3,3,0,3,2,0,0,0,0,0,0,0.0,57,81.4,0,0.0
7,8.0,26.0,8.0,9.0,2021-11-07,SFO,,ARI,"L, 17-31",*,0.0,4,3,1,1,2,0,0,0,0,0,0,0.0,52,74.3,0,0.0
8,9.0,27.0,9.0,10.0,2021-11-15,SFO,,LAR,"W, 31-10",*,1.0,1,1,0,1,2,0,0,0,0,1,0,0.0,42,76.4,0,0.0
9,10.0,28.0,10.0,11.0,2021-11-21,SFO,@,JAX,"W, 30-10",*,2.0,3,3,0,2,3,0,0,0,0,0,0,0.0,34,73.9,1,4.3
10,11.0,29.0,11.0,12.0,2021-11-28,SFO,,MIN,"W, 34-26",*,1.0,2,2,0,1,1,0,0,0,0,0,0,0.0,44,80.0,0,0.0
11,12.0,30.0,12.0,13.0,2021-12-05,SFO,@,SEA,"L, 23-30",*,1.0,3,3,0,0,3,0,0,0,0,0,0,0.0,61,87.1,2,6.9
12,13.0,31.0,13.0,14.0,2021-12-12,SFO,@,CIN,"W, 26-23 (OT)",*,2.0,3,2,1,2,2,0,0,0,0,0,0,0.0,55,82.1,1,2.9
13,14.0,32.0,14.0,15.0,2021-12-19,SFO,,ATL,"W, 31-13",*,1.0,1,1,0,0,1,0,0,0,0,0,0,0.0,47,78.3,1,4.2
14,15.0,33.0,15.0,16.0,2021-12-23,SFO,@,TEN,"L, 17-20",*,0.0,3,3,0,1,1,0,0,0,0,0,0,0.0,54,87.1,1,4.3
15,16.0,34.0,16.0,17.0,2022-01-02,SFO,,HOU,"W, 23-7",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0.0,49,73.1,3,12.0
16,17.0,35.0,17.0,18.0,2022-01-09,SFO,@,LAR,"W, 27-24 (OT)",*,0.5,5,2,3,2,2,0,0,0,0,0,0,0.0,60,92.3,0,0.0
17,,,,,,,,,10-7,,15.5,52,40,12,21,32,0,0,0,0,1,0,0.0,841,77.5,14,3.1
