,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,36.0,1.0,1.0,2022-09-11,SFO,@,CHI,"L, 10-19",*,1.0,5,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,77.6,0,0.0
1,2.0,37.0,2.0,2.0,2022-09-18,SFO,,SEA,"W, 27-7",*,2.0,4,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,36,73.5,1,4.3
2,3.0,38.0,3.0,3.0,2022-09-25,SFO,@,DEN,"L, 10-11",*,1.0,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,77.0,1,3.6
3,4.0,39.0,4.0,4.0,2022-10-03,SFO,,LAR,"W, 24-9",*,2.0,3,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,78.4,0,0.0
4,5.0,40.0,5.0,5.0,2022-10-09,SFO,@,CAR,"W, 37-15",*,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,37.7,1,3.6
5,5.0,,6.0,6.0,2022-10-16,SFO,@,ATL,"L, 14-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,41.0,7.0,7.0,2022-10-23,SFO,,KAN,"L, 23-44",*,1.0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,65.6,0,0.0
7,7.0,42.0,8.0,8.0,2022-10-30,SFO,@,LAR,"W, 31-14",*,1.5,4,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,82.8,1,4.2
8,8.0,43.0,9.0,10.0,2022-11-13,SFO,,LAC,"W, 22-16",*,1.0,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,96.6,0,0.0
9,9.0,44.0,10.0,11.0,2022-11-21,SFO,@,ARI,"W, 38-10",*,1.0,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,50,70.4,1,3.8
10,10.0,45.0,11.0,12.0,2022-11-27,SFO,,NOR,"W, 13-0",*,1.0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,78.9,2,11.8
11,11.0,46.0,12.0,13.0,2022-12-04,SFO,,MIA,"W, 33-17",*,3.0,3,3,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.0,38,82.6,0,0.0
12,12.0,47.0,13.0,14.0,2022-12-11,SFO,,TAM,"W, 35-7",*,0.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54,71.1,0,0.0
13,13.0,48.0,14.0,15.0,2022-12-15,SFO,@,SEA,"W, 21-13",*,1.0,2,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,51,79.7,0,0.0
14,14.0,49.0,15.0,16.0,2022-12-24,SFO,,WAS,"W, 37-20",*,2.0,7,5,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.0,55,75.3,0,0.0
15,15.0,50.0,16.0,17.0,2023-01-01,SFO,@,LVR,"W, 37-34 (OT)",*,0.0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,85.7,1,3.0
16,16.0,51.0,17.0,18.0,2023-01-08,SFO,,ARI,"W, 38-13",*,1.0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25,48.1,0,0.0
17,,,,,,,,,13-3,,18.5,51,41,10,19,48,0,0,0,0,1,0,0,2,0,0,0,0,0.0,746,73.6,8,1.9
