,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,69.0,1.0,1.0,2024-09-09,SFO,,NYJ,"W, 32-19",*,0.0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,94.1,0,0.0
1,2.0,70.0,2.0,2.0,2024-09-15,SFO,@,MIN,"L, 17-23",*,2.0,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,85.2,0,0.0
2,3.0,71.0,3.0,3.0,2024-09-22,SFO,@,LAR,"L, 24-27",*,0.0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58,100.0,1,3.7
3,4.0,72.0,4.0,4.0,2024-09-29,SFO,,NWE,"W, 30-13",*,1.0,5,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,45,70.3,3,11.5
4,5.0,73.0,5.0,5.0,2024-10-06,SFO,,ARI,"L, 23-24",*,0.0,4,4,0,2,0,0,1,30,0,1,0,0,0,0,0,0,0,0.0,45,77.6,0,0.0
5,6.0,74.0,6.0,6.0,2024-10-10,SFO,@,SEA,"W, 36-24",*,0.0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,87.2,1,3.3
6,7.0,75.0,7.0,7.0,2024-10-20,SFO,,KAN,"L, 18-28",*,0.5,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,80.0,1,4.2
7,8.0,76.0,8.0,8.0,2024-10-27,SFO,,DAL,"W, 30-24",*,1.0,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,60,96.8,1,3.3
8,9.0,77.0,9.0,10.0,2024-11-10,SFO,@,TAM,"W, 23-20",*,1.0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,52,85.2,0,0.0
9,10.0,78.0,10.0,11.0,2024-11-17,SFO,,SEA,"L, 17-20",*,1.5,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26,43.3,0,0.0
10,10.0,,11.0,12.0,2024-11-24,SFO,@,GNB,"L, 10-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,10.0,,12.0,13.0,2024-12-01,SFO,@,BUF,"L, 10-35",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,,13.0,14.0,2024-12-08,SFO,,CHI,"W, 38-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,11.0,79.0,14.0,15.0,2024-12-12,SFO,,LAR,"L, 6-12",*,0.0,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,47,72.3,1,3.7
14,12.0,80.0,15.0,16.0,2024-12-22,SFO,@,MIA,"L, 17-29",*,0.0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,83.6,0,0.0
15,13.0,81.0,16.0,17.0,2024-12-30,SFO,,DET,"L, 34-40",*,2.0,8,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,87.3,0,0.0
16,14.0,82.0,17.0,18.0,2025-01-05,SFO,@,ARI,"L, 24-47",*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24,36.9,2,6.1
17,,,,,,,,,5-9,,9.0,52,33,19,15,24,0,1,30,0,1,0,0,1,1,0,0,0,0.0,693,78.4,10,2.7
