,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,LAC,@,WAS,"W, 20-16",,1,1,17,17.0,0,100.0,17.0,0,0,0,,0.0,0,0,0,0,0,0,14,17.3,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,LAC,,DAL,"L, 17-20",,2,2,21,10.5,0,100.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,18,25.4,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,LAC,@,KAN,"W, 30-24",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,10,15.2,0,0.0,8,33.3
3,4.0,4.0,4.0,4.0,2021-10-04,LAC,,LVR,"W, 28-14",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,7,9.3,0,0.0,2,7.4
4,5.0,5.0,5.0,5.0,2021-10-10,LAC,,CLE,"W, 47-42",,3,2,12,6.0,0,66.7,4.0,0,0,0,,0.0,0,0,0,0,0,0,16,21.3,0,0.0,2,6.3
5,6.0,6.0,6.0,6.0,2021-10-17,LAC,@,BAL,"L, 6-34",,4,1,8,8.0,0,25.0,2.0,0,0,0,,0.0,0,0,0,0,0,0,29,51.8,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2021-10-31,LAC,,NWE,"L, 24-27",,1,1,24,24.0,1,100.0,24.0,0,0,0,,0.0,0,0,0,0,0,0,8,13.3,0,0.0,7,23.3
7,8.0,8.0,8.0,9.0,2021-11-07,LAC,@,PHI,"W, 27-24",,2,2,22,11.0,0,100.0,11.0,0,0,0,,0.0,0,0,0,0,0,0,21,30.4,0,0.0,6,27.3
8,9.0,9.0,9.0,10.0,2021-11-14,LAC,,MIN,"L, 20-27",,4,3,22,7.3,0,75.0,5.5,0,0,0,,0.0,0,0,0,0,0,0,18,30.5,0,0.0,6,21.4
9,10.0,10.0,10.0,11.0,2021-11-21,LAC,,PIT,"W, 41-37",,1,1,17,17.0,0,100.0,17.0,1,6,0,6.0,0.0,0,0,0,0,0,0,23,30.3,0,0.0,9,26.5
10,11.0,11.0,11.0,12.0,2021-11-28,LAC,@,DEN,"L, 13-28",,2,2,25,12.5,0,100.0,12.5,0,0,0,,0.0,0,0,0,0,0,0,30,42.3,0,0.0,8,40.0
11,12.0,12.0,12.0,13.0,2021-12-05,LAC,@,CIN,"W, 41-22",*,1,0,0,,0,0.0,0.0,0,0,0,,0.0,1,1,0,0,0,0,22,34.4,0,0.0,5,16.7
12,13.0,13.0,13.0,14.0,2021-12-12,LAC,,NYG,"W, 37-21",*,7,5,66,13.2,1,71.4,9.4,0,0,0,,0.0,0,0,0,0,0,0,62,87.3,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-16,LAC,,KAN,"L, 28-34 (OT)",*,1,1,15,15.0,0,100.0,15.0,0,0,0,,0.0,0,0,0,0,0,0,33,41.3,0,0.0,6,27.3
14,15.0,15.0,15.0,16.0,2021-12-26,LAC,@,HOU,"L, 29-41",*,6,5,43,8.6,1,83.3,7.2,0,0,0,,0.0,1,1,0,0,0,0,60,96.8,0,0.0,8,29.6
15,16.0,16.0,16.0,17.0,2022-01-02,LAC,,DEN,"W, 34-13",*,5,3,16,5.3,0,60.0,3.2,0,0,0,,0.0,0,0,0,0,0,0,31,46.3,0,0.0,3,12.0
16,17.0,17.0,17.0,18.0,2022-01-09,LAC,@,LVR,"L, 32-35 (OT)",,9,4,45,11.3,1,44.4,5.0,0,0,0,,0.0,0,0,0,0,0,0,56,60.2,0,0.0,9,27.3
17,,,,,,,,,9-8,,49,33,353,10.7,4,67.3,7.2,1,6,0,6.0,0.0,2,2,0,0,0,0,458,38.3,0,0.0,79,17.6
