,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2021,22,LAC,NFL,WR,17.0,5.0,49.0,33.0,353.0,10.7,4.0,18.0,55.1,36.0,1.9,20.8,67.3,7.2,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.4,0.1,34.0,10.6,359.0,4.0,0.0,3.0,
1,2022,23,LAC,NFL,WR,16.0,11.0,107.0,72.0,769.0,10.7,3.0,39.0,55.1,50.0,4.5,48.1,67.3,7.2,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.3,0.1,73.0,10.6,773.0,3.0,1.0,6.0,
2,2023,24,LAC,NFL,WR,10.0,6.0,61.0,38.0,581.0,15.3,2.0,22.0,47.5,79.0,3.8,58.1,62.3,9.5,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.6,0.1,39.0,15.1,587.0,2.0,1.0,5.0,
3,2024,25,LAC,NFL,WR,15.0,7.0,65.0,39.0,584.0,15.0,1.0,28.0,53.8,45.0,2.6,38.9,60.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,39.0,15.0,584.0,1.0,0.0,6.0,
4,2025,26,BUF,NFL,WR,3.0,1.0,13.0,8.0,113.0,14.1,0.0,5.0,46.2,32.0,2.7,37.7,61.5,8.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,14.1,113.0,0.0,0.0,,
5,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,61.0,30.0,295.0,190.0,2400.0,12.6,10.0,112.0,52.9,79.0,3.1,39.3,64.4,8.1,3.0,16.0,0.0,1.0,100.0,6.0,5.3,0.3,0.0,193.0,12.5,2416.0,10.0,2.0,20.0,
6,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,8.0,82.0,53.0,669.0,12.6,3.0,31.0,52.9,79.0,3.1,39.3,64.4,8.1,1.0,4.0,0.0,0.0,100.0,6.0,5.3,0.3,0.0,54.0,12.5,673.0,3.0,1.0,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,LAC (4 Yrs),LAC (4 Yrs),LAC (4 Yrs),LAC (4 Yrs),,58.0,29.0,282.0,182.0,2287.0,12.6,10.0,107.0,53.2,79.0,3.1,39.4,64.5,8.1,3.0,16.0,0.0,1.0,100.0,6.0,5.3,0.3,0.1,185.0,12.4,2303.0,10.0,2.0,20.0,
9,BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),BUF (1 Yr),,3.0,1.0,13.0,8.0,113.0,14.1,0.0,5.0,46.2,32.0,2.7,37.7,61.5,8.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,14.1,113.0,0.0,0.0,,
