,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,43.0,1.0,1.0,2019-09-08,MIN,,ATL,"W, 28-12",,2,8,0,4.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.5,0,0.0,14,66.7
1,2.0,44.0,2.0,2.0,2019-09-15,MIN,@,GNB,"L, 16-21",,1,2,0,2.0,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,7,10.8,0,0.0,19,65.5
2,3.0,45.0,3.0,3.0,2019-09-22,MIN,,OAK,"W, 34-14",,0,0,0,,1,0,0,,0,0.0,0.0,1,25,0,25.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.6,0,0.0,14,56.0
3,4.0,46.0,4.0,4.0,2019-09-29,MIN,@,CHI,"L, 6-16",,0,0,0,,3,2,14,7.0,0,66.7,4.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.7,0,0.0,15,75.0
4,5.0,47.0,5.0,5.0,2019-10-06,MIN,@,NYG,"W, 28-10",,3,24,0,8.0,0,0,0,,0,,,1,33,0,33.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.9,0,0.0,15,62.5
5,6.0,48.0,6.0,6.0,2019-10-13,MIN,,PHI,"W, 38-20",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.6,0,0.0,18,62.1
6,7.0,49.0,7.0,7.0,2019-10-20,MIN,@,DET,"W, 42-30",,0,0,0,,0,0,0,,0,,,3,88,0,29.3,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,1.4,0,0.0,18,62.1
7,8.0,50.0,8.0,8.0,2019-10-24,MIN,,WAS,"W, 19-9",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3,4.2,0,0.0,12,60.0
8,9.0,51.0,9.0,9.0,2019-11-03,MIN,@,KAN,"L, 23-26",,1,2,0,2.0,1,1,16,16.0,1,100.0,16.0,0,0,0,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,8,11.4,0,0.0,24,70.6
9,10.0,52.0,10.0,10.0,2019-11-10,MIN,@,DAL,"W, 28-24",,0,0,0,,0,0,0,,0,,,1,29,0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.6,0,0.0,14,56.0
10,11.0,53.0,11.0,11.0,2019-11-17,MIN,,DEN,"W, 27-23",,1,5,0,5.0,2,2,11,5.5,0,100.0,5.5,2,42,0,21.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,8,12.9,0,0.0,18,64.3
11,12.0,54.0,12.0,13.0,2019-12-02,MIN,@,SEA,"L, 30-37",,0,0,0,,0,0,0,,0,,,2,41,0,20.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.6,0,0.0,18,54.5
12,13.0,55.0,13.0,14.0,2019-12-08,MIN,,DET,"W, 20-7",,0,0,0,,1,1,2,2.0,0,100.0,2.0,1,14,0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.3,0,0.0,15,57.7
13,14.0,56.0,14.0,15.0,2019-12-15,MIN,@,LAC,"W, 39-10",,5,25,0,5.0,2,0,0,,0,0.0,0.0,1,25,0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,23.1,0,0.0,13,52.0
14,15.0,57.0,15.0,16.0,2019-12-23,MIN,,GNB,"L, 10-23",,4,27,0,6.8,7,6,31,5.2,0,85.7,4.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,59.3,0,0.0,11,40.7
15,16.0,58.0,16.0,17.0,2019-12-29,MIN,,CHI,"L, 19-21",,6,22,0,3.7,4,3,14,4.7,0,75.0,3.5,1,28,0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,38.8,0,0.0,14,56.0
16,,,,,,,,,10-6,,23,115,0,5.0,21,15,88,5.9,1,71.4,4.2,13,325,0,25.0,0.0,7,6,1,0,0,0,1,1,0,0,0,0,135,13.2,0,0.0,252,60.0
