,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2015-09-13,DET,@,SDG,"L, 28-33",,7,50,1,7.1,4,4,44,11.0,0,100.0,11.0,3,105,0,35.0,1,0,0,1,0,0,21,44.7,0,0.0,7,24.1
1,2.0,2.0,2.0,2.0,2015-09-20,DET,@,MIN,"L, 16-26",*,6,9,0,1.5,1,1,9,9.0,0,100.0,9.0,3,84,0,28.0,0,0,0,0,0,0,31,39.7,0,0.0,6,25.0
2,3.0,3.0,3.0,3.0,2015-09-27,DET,,DEN,"L, 12-24",,8,23,0,2.9,5,2,19,9.5,1,40.0,3.8,0,0,0,,0,0,0,0,0,0,34,45.9,0,0.0,5,20.8
3,4.0,4.0,4.0,4.0,2015-10-05,DET,@,SEA,"L, 10-13",*,13,33,0,2.5,5,2,11,5.5,0,40.0,2.2,2,54,0,27.0,0,0,0,0,0,0,30,53.6,0,0.0,4,16.7
4,5.0,5.0,5.0,5.0,2015-10-11,DET,,ARI,"L, 17-42",,6,16,0,2.7,2,1,9,9.0,0,50.0,4.5,1,41,0,41.0,2,1,0,0,0,0,15,15.8,0,0.0,3,10.0
5,6.0,6.0,6.0,6.0,2015-10-18,DET,,CHI,"W, 37-34 (OT)",*,14,48,0,3.4,4,3,21,7.0,0,75.0,5.3,1,22,0,22.0,1,0,0,1,0,0,35,43.2,0,0.0,3,7.9
6,7.0,7.0,7.0,7.0,2015-10-25,DET,,MIN,"L, 19-28",,8,43,0,5.4,0,0,0,,0,,,3,79,0,26.3,0,0,0,0,0,0,12,22.2,0,0.0,4,12.9
7,8.0,8.0,8.0,8.0,2015-11-01,DET,@,KAN,"L, 10-45",,1,3,0,3.0,2,0,0,,0,0.0,0.0,6,151,0,25.2,0,0,0,0,0,0,5,8.3,0,0.0,8,26.7
8,9.0,9.0,9.0,10.0,2015-11-15,DET,@,GNB,"W, 18-16",,5,15,0,3.0,1,1,7,7.0,0,100.0,7.0,2,134,0,67.0,0,0,0,0,0,0,12,18.5,0,0.0,3,9.4
9,10.0,10.0,10.0,11.0,2015-11-22,DET,,OAK,"W, 18-13",,12,44,0,3.7,2,1,2,2.0,0,50.0,1.0,2,54,0,27.0,0,0,0,0,0,0,25,34.7,0,0.0,4,14.8
10,11.0,11.0,11.0,12.0,2015-11-26,DET,,PHI,"W, 45-14",*,16,63,0,3.9,2,1,12,12.0,0,50.0,6.0,1,25,0,25.0,0,0,0,0,0,0,28,38.9,0,0.0,3,9.7
11,12.0,12.0,12.0,13.0,2015-12-03,DET,,GNB,"L, 23-27",*,13,67,0,5.2,1,0,0,,0,0.0,0.0,2,51,0,25.5,0,0,0,0,0,0,20,30.8,0,0.0,4,12.9
12,13.0,13.0,13.0,14.0,2015-12-13,DET,@,STL,"L, 14-21",*,7,23,0,3.3,2,2,21,10.5,0,100.0,10.5,1,21,0,21.0,0,0,0,0,0,0,19,26.8,0,0.0,4,16.0
13,14.0,14.0,14.0,15.0,2015-12-21,DET,@,NOR,"W, 35-27",*,9,77,1,8.6,2,2,12,6.0,0,100.0,6.0,4,123,0,30.8,1,1,0,0,0,0,22,41.5,0,0.0,5,16.7
14,15.0,15.0,15.0,16.0,2015-12-27,DET,,SFO,"W, 32-17",*,8,39,0,4.9,4,4,9,2.3,0,100.0,2.3,2,69,0,34.5,0,0,0,0,0,0,20,28.2,0,0.0,4,14.3
15,16.0,16.0,16.0,17.0,2016-01-03,DET,@,CHI,"W, 24-20",*,10,44,0,4.4,1,1,7,7.0,0,100.0,7.0,4,64,0,16.0,0,0,0,0,0,0,26,40.0,0,0.0,5,21.7
16,,,,,,,,,7-9,,143,597,2,4.2,38,25,183,7.3,1,65.8,4.8,37,1077,0,29.1,5,2,0,2,0,0,355,32.9,0,0.0,72,15.8
