,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,59.0,1.0,1.0,2020-09-13,MIN,,GNB,"L, 34-43",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,2,3.8,0,0.0,17,65.4
1,2.0,60.0,2.0,2.0,2020-09-20,MIN,@,IND,"L, 11-28",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,1,1.9,0,0.0,17,68.0
2,3.0,61.0,3.0,3.0,2020-09-27,MIN,,TEN,"L, 30-31",,0,0,0,,0,0,0,,0,,,2,47,0,23.5,0.0,1,1,0,0,0,0,0,0.0,0,0.0,21,58.3
3,4.0,62.0,4.0,4.0,2020-10-04,MIN,@,HOU,"W, 31-23",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,20,62.5
4,5.0,63.0,5.0,5.0,2020-10-11,MIN,@,SEA,"L, 26-27",,0,0,0,,0,0,0,,0,,,2,37,0,18.5,0.0,0,0,0,0,0,0,1,1.1,0,0.0,15,60.0
5,6.0,64.0,6.0,6.0,2020-10-18,MIN,,ATL,"L, 23-40",,2,7,0,3.5,1,1,1,1.0,0,100.0,1.0,3,73,0,24.3,0.0,0,0,0,0,0,0,16,28.6,0,0.0,20,69.0
6,7.0,65.0,7.0,8.0,2020-11-01,MIN,@,GNB,"W, 28-22",,0,0,0,,0,0,0,,0,,,1,9,0,9.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,13,68.4
7,8.0,66.0,8.0,9.0,2020-11-08,MIN,,DET,"W, 34-20",,0,0,0,,1,1,22,22.0,1,100.0,22.0,0,0,0,,0.0,0,0,0,0,0,0,1,1.7,0,0.0,18,60.0
8,9.0,67.0,9.0,10.0,2020-11-16,MIN,@,CHI,"W, 19-13",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,3,4.1,0,0.0,14,56.0
9,10.0,68.0,10.0,11.0,2020-11-22,MIN,,DAL,"L, 28-31",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,11,42.3
10,11.0,69.0,11.0,12.0,2020-11-29,MIN,,CAR,"W, 28-27",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,0,0.0,0,0.0,15,51.7
11,12.0,70.0,12.0,13.0,2020-12-06,MIN,,JAX,"W, 27-24 (OT)",,2,11,0,5.5,1,1,18,18.0,0,100.0,18.0,2,49,0,24.5,0.0,0,0,0,0,0,0,4,4.4,0,0.0,16,47.1
12,13.0,71.0,13.0,14.0,2020-12-13,MIN,@,TAM,"L, 14-26",,3,11,0,3.7,2,2,10,5.0,0,100.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,15,19.0,0,0.0,12,54.5
13,14.0,72.0,14.0,15.0,2020-12-20,MIN,,CHI,"L, 27-33",,0,0,0,,0,0,0,,0,,,1,30,0,30.0,0.0,0,0,0,0,0,0,1,1.5,0,0.0,14,48.3
14,15.0,73.0,15.0,16.0,2020-12-25,MIN,@,NOR,"L, 33-52",,1,13,0,13.0,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,11,17.2,0,0.0,16,51.6
15,16.0,74.0,16.0,17.0,2021-01-03,MIN,@,DET,"W, 37-35",,0,0,0,,3,3,7,2.3,1,100.0,2.3,4,107,0,26.8,0.0,0,0,0,0,0,0,16,20.0,0,0.0,16,53.3
16,,,,,,,,,7-9,,8,42,0,5.3,9,8,58,7.3,2,88.9,6.4,15,352,0,23.5,0.0,2,2,0,0,0,0,71,6.5,0,0.0,255,56.9
