,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,BAL,@,NYJ,"W, 24-9",,4,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,25,44.6,0,0.0,1,3.7
1,2.0,2.0,2.0,2.0,2022-09-18,BAL,,MIA,"L, 38-42",,5,4,43,10.8,0,80.0,8.6,0.0,0,0,0,0,0,0,21,35.6,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-25,BAL,@,NWE,"W, 37-26",,2,1,8,8.0,0,50.0,4.0,0.0,0,0,0,0,0,0,20,33.3,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2022-10-02,BAL,,BUF,"L, 20-23",,0,0,0,,0,,,0.0,0,0,0,0,0,0,26,37.1,0,0.0,2,8.0
4,5.0,5.0,5.0,5.0,2022-10-09,BAL,,CIN,"W, 19-17",,2,2,7,3.5,0,100.0,3.5,0.0,0,0,0,0,0,0,15,23.1,0,0.0,4,17.4
5,6.0,6.0,6.0,6.0,2022-10-16,BAL,@,NYG,"L, 20-24",,4,2,30,15.0,0,50.0,7.5,0.0,0,0,0,0,0,0,13,22.0,0,0.0,9,34.6
6,7.0,7.0,7.0,7.0,2022-10-23,BAL,,CLE,"W, 23-20",,1,1,16,16.0,0,100.0,16.0,0.0,0,0,0,0,0,0,7,10.9,0,0.0,9,33.3
7,8.0,8.0,8.0,8.0,2022-10-27,BAL,@,TAM,"W, 27-22",,7,6,77,12.8,1,85.7,11.0,0.0,0,0,0,0,0,0,51,67.1,0,0.0,5,16.1
8,9.0,9.0,9.0,9.0,2022-11-07,BAL,@,NOR,"W, 27-13",*,5,1,24,24.0,1,20.0,4.8,0.0,0,0,0,0,0,0,52,76.5,0,0.0,1,3.8
9,10.0,10.0,10.0,11.0,2022-11-20,BAL,,CAR,"W, 13-3",,3,1,1,1.0,0,33.3,0.3,0.0,0,0,0,0,0,0,22,31.9,0,0.0,4,17.4
10,10.0,,11.0,12.0,2022-11-27,BAL,@,JAX,"L, 27-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,11.0,12.0,13.0,2022-12-04,BAL,,DEN,"W, 10-9",,4,4,30,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,19,26.4,0,0.0,10,38.5
12,12.0,12.0,13.0,14.0,2022-12-11,BAL,@,PIT,"W, 16-14",,0,0,0,,0,,,0.0,0,0,0,0,0,0,16,26.2,0,0.0,6,28.6
13,13.0,13.0,14.0,15.0,2022-12-17,BAL,@,CLE,"L, 3-13",,3,2,18,9.0,0,66.7,6.0,0.0,0,0,0,0,0,0,28,44.4,0,0.0,4,22.2
14,14.0,14.0,15.0,16.0,2022-12-24,BAL,,ATL,"W, 17-9",,2,1,4,4.0,0,50.0,2.0,0.0,0,0,0,0,0,0,13,25.0,0,0.0,2,9.5
15,15.0,15.0,16.0,17.0,2023-01-01,BAL,,PIT,"L, 13-16",,5,3,12,4.0,1,60.0,2.4,0.0,0,0,0,0,0,0,17,32.7,0,0.0,9,39.1
16,16.0,16.0,17.0,18.0,2023-01-08,BAL,@,CIN,"L, 16-27",*,13,8,103,12.9,0,61.5,7.9,0.0,1,1,0,0,0,0,69,88.5,0,0.0,9,30.0
17,,,,,,,,,10-6,,60,36,373,10.4,3,60.0,6.2,0.0,1,1,0,0,0,0,414,40.4,0,0.0,75,18.6
