,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,34.0,1.0,1.0,2024-09-05,BAL,@,KAN,"L, 20-27",*,12,9,111,12.3,1,75.0,9.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,66.3,0,0.0,0,0.0
1,2.0,35.0,2.0,2.0,2024-09-15,BAL,,LVR,"L, 23-26",*,3,2,26,13.0,0,66.7,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,49.2,0,0.0,1,3.0
2,3.0,36.0,3.0,3.0,2024-09-22,BAL,@,DAL,"W, 28-25",*,1,1,4,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,61.9,0,0.0,2,7.1
3,4.0,37.0,4.0,4.0,2024-09-29,BAL,,BUF,"W, 35-10",,2,1,26,26.0,0,50.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,54.4,0,0.0,0,0.0
4,5.0,38.0,5.0,5.0,2024-10-06,BAL,@,CIN,"W, 41-38 (OT)",*,3,3,13,4.3,2,100.0,4.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,70.5,0,0.0,0,0.0
5,6.0,39.0,6.0,6.0,2024-10-13,BAL,,WAS,"W, 30-23",*,4,2,27,13.5,0,50.0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,67.6,0,0.0,1,3.4
6,7.0,40.0,7.0,7.0,2024-10-21,BAL,@,TAM,"W, 41-31",,4,2,17,8.5,0,50.0,4.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,59.3,0,0.0,2,6.9
7,8.0,41.0,8.0,8.0,2024-10-27,BAL,@,CLE,"L, 24-29",*,4,4,47,11.8,0,100.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,69.1,0,0.0,4,13.8
8,9.0,42.0,9.0,9.0,2024-11-03,BAL,,DEN,"W, 41-10",,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,17,29.8,0,0.0,3,12.0
9,9.0,,10.0,10.0,2024-11-07,BAL,,CIN,"W, 35-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,10.0,43.0,11.0,11.0,2024-11-17,BAL,@,PIT,"L, 16-18",,5,4,75,18.8,0,80.0,15.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,30,49.2,0,0.0,0,0.0
11,11.0,44.0,12.0,12.0,2024-11-25,BAL,@,LAC,"W, 30-23",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,53.8,0,0.0,1,3.7
12,12.0,45.0,13.0,13.0,2024-12-01,BAL,,PHI,"L, 19-24",,8,5,38,7.6,1,62.5,4.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,50.0,0,0.0,0,0.0
13,13.0,46.0,14.0,15.0,2024-12-15,BAL,@,NYG,"W, 35-14",,2,2,17,8.5,0,100.0,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,66.1,0,0.0,0,0.0
14,14.0,47.0,15.0,16.0,2024-12-21,BAL,,PIT,"W, 34-17",*,3,3,29,9.7,1,100.0,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,41,66.1,0,0.0,0,0.0
15,15.0,48.0,16.0,17.0,2024-12-25,BAL,@,HOU,"W, 31-2",,1,1,9,9.0,1,100.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,76.2,0,0.0,0,0.0
16,16.0,49.0,17.0,18.0,2025-01-04,BAL,,CLE,"W, 35-10",*,5,3,38,12.7,0,60.0,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,61.4,0,0.0,0,0.0
17,,,,,,,,,11-5,,58,42,477,11.4,6,72.4,8.2,0.0,1,1,0,0,0,0,1,1,0,0,0,0,627,59.9,0,0.0,14,3.1
